EGR,FB,phi,AF,P,Tin,T,u,dF,CH4,O2,CO2,H2O
0.1,0.0004,0.6981533904330361,1.4323499874142853,99999.99999999999,299.99999999999994,1831.3776778543418,0.1882933963503424,0.0006783256330907082,7.038429147095321e-20,0.058878105643755764,0.06809621947566917,0.13585238398478544
0.1,0.20040000000000002,0.6978069020015766,1.4330612052297251,99999.99999999994,300.0,1837.9069996735484,0.21493539843586257,0.0006201540373346682,3.53792531276147e-20,0.05900339665968859,0.06386972161988869,0.14243661888187834
0.1,0.1004,0.7982486782406988,1.2527424438759502,99999.99999999997,300.0,1992.4055110751717,0.28159169417992724,0.0005217809073593209,1.1101397012574071e-21,0.039031649542523715,0.07438960938120823,0.15648332476312293
0.1,0.0004,0.7983947920391532,1.2525131801598226,99999.99999999999,300.00000000000006,1989.9291307438973,0.264960124707732,0.0005412201330526552,1.037708914257671e-21,0.03885185199435516,0.07669069219656859,0.1530082676941057
0.1,0.0004,0.8990194561223086,1.1123229794305511,100000.00000000001,299.9999999999999,2126.457842201211,0.32858338652690383,0.00047854335868766285,1.2869423065851138e-19,0.020071332907239232,0.08372221299099282,0.16902993698077134
0.1,0.20040000000000002,0.7980707080732908,1.253021806068047,100000.0,300.0,1994.0854565881789,0.3000519127994726,0.0005022488126609498,1.1532394742444873e-21,0.039318748003201016,0.07182513804028859,0.16011515695774634
0.1,0.1004,0.6979867510040763,1.4326919509023173,99999.99999999999,300.00000000000006,1833.0903838422043,0.20021764039015058,0.0006526421897183985,5.391762289195466e-20,0.0591712072289019,0.06598533803120107,0.1389514239442203
0.1,0.1004,0.8989256554681657,1.1124390475641661,100000.0,300.0,2129.9380340472635,0.3500428594620022,0.00046153608321298204,1.3983556311986204e-19,0.020166613939460117,0.08117921529949015,0.17294218088295804
0.1,0.1004,1.0000999717597516,0.9999000382336021,99999.99999999996,300.00000000000006,2216.8845892741956,0.3923925052618432,0.00043396455207636776,2.0027819132933184e-17,0.0054905571148157984,0.08258298697574035,0.1865144403181991
0.1,0.0004,1.0508887477704987,0.9515755136987991,99999.99999999997,300.0,2209.352787154516,0.37376542409140445,0.0004414202918445927,2.309483110473617e-16,0.0020884531457358423,0.08093936849130119,0.18582343521857353
0.1,0.0004,1.0001194850850252,0.9998805291899546,99999.99999999997,300.00000000000017,2211.7921629742123,0.3674662979914752,0.00045025189979391075,1.9300164522823346e-17,0.005474882135284753,0.08514440688001779,0.18222003961792196
0.1,0.20040000000000002,0.8987963564121765,1.1125990808327364,99999.99999999996,300.0,2131.9303330353314,0.3740427393892422,0.00044447771226579943,1.4246691997929753e-19,0.02051315345102659,0.07831378050762199,0.17696729021019955
0.1,0.20040000000000002,1.0000549356720507,0.9999450673457115,99999.99999999994,300.00000000000006,2220.1909467540563,0.4217440643452234,0.0004169227252102016,1.9705084435467277e-17,0.005742445708979674,0.07965126136713295,0.19097850908344646
0.1,0.1004,1.050910248316019,0.9515560454400385,99999.99999999997,300.0,2213.6358005028073,0.3999700980780169,0.00042449285379829465,2.3902339849524725e-16,0.0021505058717385707,0.07835088764564989,0.19002827692726365
0.1,0.0004,1.1018551311081046,0.9075603241910106,99999.99999999997,300.0,2186.680288924029,0.36978843553462193,0.00043992030729534434,2.004104063241033e-15,0.0006473364186017108,0.07480373964888941,0.18761477892330863
0.1,0.20040000000000002,1.1019627514196568,0.9074716896843397,100000.0,300.0,2198.451469580445,0.4305262311392688,0.0004030982963169653,1.9984327440049505e-15,0.0007287169041450146,0.06973923262040026,0.19658059028935385
0.1,0.20040000000000002,1.0509163782748638,0.9515504950465746,99999.99999999999,300.00000000000006,2218.508798060927,0.4321703908196346,0.00040688336238076827,2.364501666708947e-16,0.0022831378897801534,0.07547541630124227,0.19477750415120523
0.1,0.0004,1.2044646178791607,0.8302443966854045,99999.99999999994,300.00000000000006,2114.714491620386,0.32210540106206065,0.00047969428486299747,5.2215071322856776e-14,6.401556351221573e-05,0.06224776014212829,0.1864797215461796
0.1,0.1004,1.2046015585869982,0.8301500133977939,99999.99999999999,300.00000000000017,2121.015198184569,0.3492205897317407,0.0004552321167004487,5.1359593518185486e-14,7.029642389601025e-05,0.06019873881712436,0.1904514930999768
0.1,0.20040000000000002,1.2047536558986207,0.830045208913771,99999.99999999997,299.9999999999999,2128.851210526435,0.3845719690717541,0.00042893236128239114,4.962609396432126e-14,7.936326350456897e-05,0.057852013654094814,0.19515127692956094
0.1,0.1004,1.1019101967546123,0.9075149707709738,99999.99999999996,299.99999999999994,2191.493545344502,0.3962520781399702,0.0004221353909868198,2.013721682268414e-15,0.0006855067432722401,0.0724332217742381,0.19167841888607365
