EGR,FB,phi,AF,P,Tin,T,u,dF,rhoGF,rhoGB,O2,CO,CO2
0.3,0.0,0.7989287915690828,1.2516760073648325,100000.0,299.99999999999966,1962.7155222197553,0.23832220105360374,0.0005737850709887742,1.118903104666636,0.17082528705397668,0.0379831644324111,0.0005145571105946996,0.07748055259526185
0.3,0.0,1.005655611126972,0.9943761949275715,99999.99999999997,299.99999999999966,2166.2684327066268,0.32956836493223063,0.00047948933408699417,1.110602712626231,0.15257233293823697,0.0050048015532982515,0.009576066539891662,0.08557914439448046
0.3,0.0,0.901395876508397,1.1093904754407697,99999.99999999999,299.9999999999998,2090.108497636053,0.29531672825948524,0.0005070059597492956,1.1148194278325363,0.15955850673896688,0.019270968391576795,0.0023882011407050964,0.08446099089578196
0.3,0.0,1.1123750381985076,0.8989773823219739,99999.99999999997,299.9999999999998,2141.9586325770388,0.3331153241811018,0.0004699274403211279,1.1058263631740315,0.15169348890136608,0.0003485439361075611,0.027418449488298836,0.07502661866276329
0.3,0.0,0.6979593372033601,1.432748222850461,100000.0,300.0,1811.5495468401407,0.1654078961406957,0.000728477099006247,1.12305205073536,0.18589491660960328,0.05797865847511485,9.383844686873602e-05,0.06886947426736231
0.3,0.0,1.222623147602513,0.8179135181277544,100000.0,300.0,2063.1674227489093,0.2907570900990483,0.0005137401664417734,1.1006005409414643,0.15416109226967656,2.7474596357177082e-05,0.04689355636480472,0.06197283693974937
