EGR,phi,P,Tin,T,u,CH4,H2,O2,CO,CO2,H2O
0.0,0.8,100000.00000000004,300.0,1998.003893420788,0.26489451487252597,4.6272374765249485e-21,0.00032960707771496857,0.03882972532313978,0.0007605414704563939,0.07623289843486467,0.15386170265817262
0.0,0.8,500000.0000000003,300.0,2005.3355498778449,0.13125225443304545,2.086037521198707e-21,0.00010589176519174775,0.038905592131168905,0.000242425569960155,0.07680560817758608,0.15444099084872465
0.0,0.8500000000000001,100000.00000000003,300.0,2067.060793751877,0.3001094198203072,5.255458393502081e-20,0.0006724404916888114,0.02934711081168719,0.0016189753281921043,0.07974643293193749,0.1618700951603285
0.0,0.8500000000000001,500000.00000000035,300.0,2080.924688583051,0.15429629720370602,2.570559604437263e-20,0.00022337920477043726,0.029164635936555182,0.0005407875405521214,0.08090211615725508,0.16292870096936404
0.0,0.9000000000000001,100000.00000000009,300.00000000000006,2128.107540123925,0.33108871355835684,5.120885951896396e-19,0.0012930768594185853,0.020464421066571932,0.0031955924919815047,0.0824167325127877,0.1695657380264214
0.0,0.9000000000000001,500000.00000000023,300.00000000000006,2151.88500895936,0.17452853242164793,3.096608099150389e-19,0.0004617072230217694,0.01971765067503887,0.0011675641706222735,0.0845747840548294,0.17128451320866922
0.0,0.9500000000000002,100000.00000000003,300.0,2176.337432410572,0.3555405962912087,4.678156515850183e-18,0.0024042333601833046,0.012670086728997521,0.005976202193309738,0.08377626103787643,0.1765145437844401
0.0,0.9500000000000002,500000.00000000035,300.0,2214.6067716906446,0.19018512421700887,4.189014587709594e-18,0.0009672095108955814,0.010946026368853553,0.0025171808347883746,0.08745738247165463,0.1791663284557114
0.0,1.0000000000000002,100000.00000000007,300.0,2209.894636691602,0.3729339389450178,4.064139143293924e-17,0.004286817133083514,0.006390917413680598,0.010441449475837604,0.08331548766763605,0.18257804475649864
0.0,1.0000000000000002,500000.00000000023,300.0,2260.149383442979,0.20055608104919773,9.459068101392809e-17,0.002254905412525497,0.003795843633394029,0.005854700074033078,0.08820251201471595,0.1861467181842237
0.0,1.0500000000000003,100000.00000000006,299.99999999999994,2219.3543003552227,0.38242841270602607,3.798704222043995e-16,0.007595704393400025,0.0023937590065233674,0.017415604918723813,0.0800789289272756,0.187182657707502
0.0,1.0500000000000003,500000.0000000004,299.99999999999994,2260.2798182900797,0.2042900378464062,4.0391473847385256e-15,0.005888454934684399,0.0005802380171480932,0.014163617648207151,0.08360271735345205,0.19043377967639866
0.0,1.1000000000000003,100000.00000000007,299.9999999999999,2204.2126557133206,0.3826503010725176,3.187546614432814e-15,0.012734919404095577,0.0006747970725109906,0.026511641417546226,0.07445145864588851,0.18960283306233466
0.0,1.1000000000000003,500000.0000000004,299.9999999999999,2225.12394463905,0.19998536456882318,7.182968824929041e-14,0.011919644954840568,9.331565677912053e-05,0.025295463464931674,0.07580454703990604,0.19162564336326524
0.0,1.1500000000000004,100000.00000000003,300.00000000000006,2172.5340635483035,0.37155288568159855,1.9341374152864212e-14,0.019424265312776606,0.00018570046259187674,0.036157997369020534,0.06807885883516951,0.1898712605619112
0.0,1.1500000000000004,500000.0000000001,300.00000000000006,2184.1607077740177,0.18512016464499584,5.122763159548696e-13,0.01897942067747831,2.1937560017882348e-05,0.035676884367927576,0.06867109725274737,0.19102545440216495
0.0,1.2000000000000004,100000.00000000004,300.0000000000001,2135.17232267342,0.34877489090889535,8.367149848985549e-14,0.027133287026337962,5.8839816529856326e-05,0.045220052992775615,0.06212832674622247,0.18873681566575345
0.0,1.2000000000000004,500000.00000000023,300.0000000000001,2141.2546936152185,0.1593681185170818,2.3976389643377405e-12,0.02697398341899728,6.130526799685889e-06,0.04514030692994142,0.0623507623092801,0.1894174611304327
