EGR,FB,phi,AF,P,Tin,T,u,dF,hr,rhoGF,rhoGB,omega0,Yi_N2,Yi_O2,Yi_CO2,Yi_CH4,CH4,O2,CO,CO2,H2O,N2
0.2,0.0,1.2049999999999998,0.8298755186721992,500000.0000000001,392.99999999999955,1757.9960956444127,0.024121457636662836,0.001047065786974249,821561900.642612,4.7023665167698825,1.0198567156891047,23.77813664268224,0.5113242159092525,0.15533708293176293,0.2864165849172488,0.04692211624173587,1.7462794511340623e-09,7.387643613099042e-08,0.04956881838965798,0.23139666002990125,0.16531876012096386,0.5441746473300261
0.2,0.0,0.705,1.4184397163120568,500000.0000000002,393.0,1537.5589666406302,0.010664571817585185,0.001960753716487644,253632997.88526016,4.770463127318466,1.2192508786649905,5.691224059016268,0.5286767138623724,0.16060866274306498,0.28233063098911176,0.02838399240545102,1.5073193843542502e-19,0.04634127594162032,4.3947907175681236e-06,0.2549359395363655,0.11019715495188954,0.5884603478656389
0.2,0.0,0.8049999999999999,1.2422360248447206,499999.99999999994,393.00000000000045,1665.3246423504486,0.02322478008035217,0.0009653065770298394,1052979506.8805408,4.756362828583743,1.1222837887174602,28.007773686589918,0.525112628482727,0.15952591600632107,0.28316985821141255,0.032191597299539396,1.3708369810799723e-21,0.030355247794565544,3.008637426684873e-05,0.26210747805767504,0.12467335289059132,0.5826771091988577
0.2,0.0,0.9049999999999999,1.1049723756906078,500000.0000000002,392.9999999999991,1785.3498025372555,0.03648452650160696,0.0006688632990852502,2148536731.131211,4.742500570465382,1.0436063175403252,62.61082791259533,0.5215962760262679,0.15845767023162213,0.2839978458689244,0.035948207873185534,1.4188961655425096e-22,0.014787301428394,0.00017255023353378258,0.26892563001587355,0.13875546417698265,0.5770399662564066
0.2,0.0,1.005,0.9950248756218907,500000.0000000002,393.00000000000045,1886.8724002762171,0.042160756964759495,0.0006190298651113137,2663980870.851042,4.728896473654319,0.9834053652975903,81.99756108962713,0.5181267039584891,0.15740363604497234,0.2848148182528195,0.039654841743718895,1.4078928002602624e-18,0.0007176831015325017,0.0023482486042432425,0.2733266222595436,0.15217423412139944,0.5708529453844622
0.2,0.0,1.105,0.9049773755656109,499999.9999999998,393.00000000000045,1826.3497245118938,0.036963121264800475,0.0006829056071978896,2112498883.893655,4.715541168427499,0.9988148214784105,64.61562639635788,0.5147029849218197,0.15636353172097028,0.2856209937259135,0.04331248963129654,7.037203801564848e-14,1.2806131070312151e-06,0.026547754315087328,0.25191496040513556,0.15988036410690068,0.5573889154772693
