tres,EGR,phi,T,P,O2,CO,CO2
0.001,0.1,0.0,1699.4757304665025,1000222.4293249059,0.18904037145993965,1.0672002305661637e-30,3.199042113284075e-30
0.05149494949494949,0.1,0.0,1699.4767277668082,1000222.4293249059,0.1890404395566031,1.0151242488243764e-31,6.925466527351159e-31
0.10198989898989898,0.1,0.0,1699.4772301547525,1000222.4293249059,0.18904047379711644,2.7090058334316477e-31,1.2658376075449033e-31
0.15248484848484847,0.1,0.0,1699.4775659029915,1000222.4293249059,0.1890404966780857,2.264871695516467e-32,-1.073538856376132e-30
0.20297979797979795,0.1,0.0,1699.477817985951,1000222.4293249059,0.18904051385599266,2.3130358140304187e-32,6.438763885552412e-32
0.25347474747474746,0.1,0.0,1699.4780197617788,1000222.4293249059,0.189040527605074,-3.274557306884287e-32,8.46004981997827e-32
0.30396969696969695,0.1,0.0,1699.478187958345,1000222.4293249059,0.18904053906556065,2.836212612634854e-37,1.1045203419297094e-36
0.3544646464646464,0.1,0.0,1699.478332150925,1000222.4293249059,0.18904054889010966,3.057665535515701e-32,3.793937575163016e-31
0.4049595959595959,0.1,0.0,1699.4784583307667,1000222.4293249059,0.18904055748708987,1.3675285622916101e-31,-2.943129303595298e-31
0.4554545454545454,0.1,0.0,1699.4785704937412,1000222.4293249059,0.18904056512896342,8.141958713454321e-33,1.254099226783813e-30
0.5059494949494949,0.1,0.0,1699.4786714455709,1000222.4293249059,0.1890405720065614,6.557027149614273e-32,1.3323424734923305e-30
0.5564444444444444,0.1,0.0,1699.478763215921,1000222.4293249059,0.18904057825873222,-3.447940769654689e-30,-5.219061761851578e-29
0.6069393939393939,0.1,0.0,1699.478847337489,1000222.4293249059,0.18904058398965118,3.478763476950846e-33,-2.4154055073803753e-32
0.6574343434343434,0.1,0.0,1699.4789249862358,1000222.4293249059,0.18904058927946693,-4.2480033719599947e-32,1.2537786531049852e-31
0.7079292929292929,0.1,0.0,1699.4789970854747,1000222.4293249059,0.18904059419117095,-3.6364567451694618e-34,-6.631670113378423e-33
0.7584242424242423,0.1,0.0,1699.479064376209,1000222.4293249059,0.18904059877516277,-9.295074575203408e-33,-3.01615294247918e-32
0.8089191919191918,0.1,0.0,1699.4791274568565,1000222.4293249059,0.18904060307239942,7.012566943234022e-32,1.0439570215357237e-30
0.8594141414141413,0.1,0.0,1699.4791868251239,1000222.4293249059,0.18904060711661105,1.4323975954381724e-31,-1.985283583800402e-30
0.9099090909090908,0.1,0.0,1699.4792428926373,1000222.4293249059,0.1890406109359104,-1.0525601427973421e-35,-3.966634888565213e-35
0.9604040404040403,0.1,0.0,1699.4792960061661,1000222.4293249059,0.1890406145539728,6.918900005023854e-35,-6.658451075304425e-33
1.0108989898989897,0.1,0.0,1699.479346462238,1000222.4293249059,0.18904061799092275,-2.8473078165382993e-33,-1.7805317975283994e-33
1.0613939393939391,0.1,0.0,1699.4793945130261,1000222.4293249059,0.18904062126401106,9.861558756206387e-35,-3.377801721053252e-33
1.1118888888888887,0.1,0.0,1699.4794403774727,1000222.4293249059,0.18904062438813654,7.245667978861535e-34,-1.1324311068172817e-32
1.162383838383838,0.1,0.0,1699.4794842461736,1000222.4293249059,0.1890406273762547,-1.833541824831963e-34,2.1212295410730232e-32
1.2128787878787877,0.1,0.0,1699.4795262830382,1000222.4293249059,0.18904063023970327,-2.658808307185595e-33,2.564617604001895e-32
1.263373737373737,0.1,0.0,1699.4795666373507,1000222.4293249059,0.1890406329884572,9.04989651693226e-33,1.29439836804153e-32
1.3138686868686866,0.1,0.0,1699.4796054378564,1000222.4293249059,0.18904063563134196,-5.457710395489478e-35,1.592888831487126e-32
1.364363636363636,0.1,0.0,1699.4796428000604,1000222.4293249059,0.18904063817620237,8.205566236794774e-35,-1.165494534907446e-32
1.4148585858585856,0.1,0.0,1699.4796788258313,1000222.4293249059,0.18904064063004292,-4.4187871082613834e-32,5.7955312963356984e-31
