EGR,FB,phi,AF,P,Tin,T,u,dF,rhoGF,rhoGB,CH4,H2,O2,CO,CO2,H2O,N2
0.0,0.0,1.1005,0.9086778736937755,501325.00000000006,540.4877870838873,2380.734472043877,0.6265612234365388,9.922618253623096e-05,3.070464004265717,0.682332369711899,3.339825169201126e-14,0.011797596780082114,0.0005605302993114131,0.026993190548312753,0.07398127196218238,0.1905849253609147,0.6929979859931396
0.0,0.0,1.05,0.9523809523809523,501325.0000000001,541.7565541674433,2400.8169550271837,0.6318728189361619,9.966364859806267e-05,3.069377907838378,0.6830153076710989,3.643715745397808e-15,0.006749858698730695,0.0020698084241028364,0.01715970776160482,0.08032799314206525,0.18802287934883885,0.7015180630556043
0.0,0.0,1.0,1.0,501325.0000000001,543.0306225855736,2391.9318437893307,0.6211245017379472,0.00010094276494153418,3.0682642365732384,0.690441097075408,3.6629734476720314e-16,0.003671284762835193,0.006033279936394156,0.009952486993865353,0.083775813498653,0.18312640416799247,0.7085002373463656
0.0,0.0,1.4005,0.7140307033202428,501325.00000000023,533.3027665312655,2143.8610208960276,0.2647228038198146,0.0002013533114081485,3.076171303397858,0.71116570838082,3.3038069065924043e-07,0.0618970538726218,1.0348566996005817e-06,0.07630219263704038,0.04264058085837277,0.17861149648028513,0.6399087284447774
0.0,0.0,1.3005,0.7689350249903883,501325.0000000001,535.6332302615501,2224.206546530835,0.4108569995879497,0.00013596015905438023,3.0744043704439563,0.7001112507561602,1.0861639428188124e-11,0.04290425023382315,6.532160108359533e-06,0.0630752946987423,0.0502947256816537,0.18560173531453544,0.6570993859882662
0.0,0.0,1.2005,0.8329862557267805,501325.00000000023,538.0272826951357,2305.4404388898233,0.548725996780629,0.00010607349131085125,3.072504239760189,0.6901501056272026,9.14341250396559e-13,0.02575857827199916,5.018932278992442e-05,0.046808482269247845,0.060768259782358995,0.1897859238051083,0.6751384616335242
0.0,0.0,0.9,1.1111111111111112,501324.9999999999,545.6337525355361,2306.529155132678,0.5606137503808802,0.00010627877163844018,3.0659179086442796,0.7224734400087504,6.087049369658627e-18,0.0011450335666611407,0.0204690142156741,0.003164173432322953,0.08240519173399055,0.16934469004111885,0.718906191915104
0.0,0.0,0.8,1.25,501324.99999999994,548.3131234416701,2179.242024654016,0.4623721297827372,0.00011924829847978382,3.063404906632707,0.7693908427962763,1.1443797145874848e-19,0.0003461349777029114,0.038825450040397336,0.0009062203551502713,0.07606007693547052,0.15341002642529827,0.7274218882430149
0.0,0.0,0.6,1.6666666666666667,501325.0,553.9156973205694,1863.9811626428539,0.19637617209929004,0.00021963793413706353,3.057837349124847,0.9083196510885865,2.4396687674949046e-21,1.753319672264194e-05,0.0790966738847804,3.618150066256794e-05,0.05893187484863458,0.11838535555107088,0.7428608161514266
0.0,0.0,0.7,1.4285714285714286,501325.0000000001,551.0724469467161,2029.023226466332,0.3338076413784076,0.0001477258251961464,3.0607150453952516,0.8305774547233576,1.8508895343558307e-21,8.850662188960108e-05,0.05870112031579685,0.00020998016369381162,0.06784849117367728,0.1362892750801413,0.7352664564039547
