EGR,phi,P,Tin,T,u,dF,CH4,O2,CO2,H2O
0.0,0.8,99999.99999999997,300.0000000000001,2000.8490517881023,0.2739837123932273,0.0005292501332246226,-5.8794946907910056e-18,0.03879291155977486,0.07651710928504932,0.15411086686491082
0.1,0.8,99999.99999999999,300.0000000000001,1982.335562592962,0.2569368835273288,0.0005537522449990461,1.696029679177087e-19,0.03847632247106332,0.08442436697325109,0.15288516415120998
0.3,0.8,99999.99999999997,300.0000000000001,1931.1515261573252,0.2140403408594091,0.0006292869273200323,-3.4566270789317976e-17,0.03763399607062945,0.10626779403340587,0.14950589085719837
0.5,0.8,100000.0,300.0000000000002,1847.151057097895,0.15552073154220253,0.0007883228005200017,-1.685977937045213e-19,0.0361583394519917,0.14316190952232016,0.14356345661069442
0.0,0.8,499999.9999999998,300.0000000000001,2004.3735440376292,0.12909008878528724,0.00019647388864517284,1.481419667235017e-21,0.03887899250367948,0.07686241741173472,0.15445412755735868
0.1,0.8,499999.9999999997,300.0000000000001,1985.8962734547822,0.1198351014915697,0.00020772753905695635,3.0155585923220686e-14,0.03855315004938745,0.0847558719867587,0.1532198405633381
0.3,0.8,499999.9999999999,300.0000000000001,1934.55533923865,0.09718630084458171,0.00024416638206271125,-1.4340439216165999e-18,0.03763498287595117,0.10659802138495564,0.14975192672915094
0.5,0.8,499999.9999999997,300.0000000000002,1849.1052043747563,0.06699415976699041,0.0003272329579312216,4.311657705930127e-23,0.036182623975137475,0.14332938225069297,0.14379601119096036
0.0,0.8500000000000001,100000.0,300.0,2071.871981434518,0.30936775684621604,0.0004920742967319477,6.355170768852249e-15,0.029289936566747544,0.0801738348079668,0.16230239131922428
0.1,0.8500000000000001,99999.99999999996,300.0,2052.143692530177,0.2889286425164074,0.0005151609557375787,8.238287863137573e-13,0.029020059306346515,0.08850439042798645,0.16102053215064704
0.3,0.8500000000000001,99999.99999999999,300.0000000000001,1998.8326228971678,0.2397528525949967,0.0005880917436352773,6.900992486599325e-17,0.028264442134711836,0.11158615822606059,0.15741296998424875
0.5,0.8500000000000001,99999.99999999997,300.0,1908.1351493737354,0.1721956995038695,0.0007406203563108008,1.526487889509752e-16,0.027089301202653838,0.150303676140535,0.15094300380865314
0.0,0.8500000000000001,499999.99999999977,300.0,2079.927524900197,0.1498669182562072,0.00017734746613277833,2.084872891535516e-13,0.029198448652799726,0.08091885124677665,0.16301454660112388
0.1,0.8500000000000001,499999.9999999998,300.0,2059.4580974606342,0.1387275060091925,0.00018809962741601154,-2.492555125978769e-13,0.028952224213600417,0.08923455954831924,0.16164203529161728
0.3,0.8500000000000001,499999.9999999998,300.0000000000001,2004.359650684848,0.11169883955466771,0.0002215766760747813,-5.461237487291793e-14,0.028186830025821164,0.11224211538053386,0.15779845555435426
0.5,0.8500000000000001,499999.9999999998,300.0,1912.4455643943577,0.07611282309652033,0.0002982511583325407,1.1145929531204196e-20,0.02699917602937465,0.15078776488331427,0.15127984053409912
0.0,0.9000000000000001,99999.99999999996,300.0,2135.857003571752,0.3399208647240211,0.00046687225762276965,-2.1633508507676312e-14,0.02025075667342554,0.08317863585478337,0.1701660206103589
0.1,0.9000000000000001,99999.99999999999,300.0000000000001,2114.9936667398233,0.31660674021605617,0.0004899170701847099,1.7464929960576205e-16,0.02006654854243825,0.09192435000430324,0.16878709402459713
0.3,0.9000000000000001,99999.99999999996,299.9999999999999,2058.1108528416225,0.2601360502639523,0.0005611095338053689,5.863021794411549e-20,0.019462257186490448,0.11611730383313769,0.16494787739074637
0.5,0.9000000000000001,100000.0,300.0,1963.1507979308983,0.18478668338619292,0.0007137427859069255,1.1151007719950927e-16,0.018443478661706477,0.15684083065113788,0.15799141028140043
0.0,0.9000000000000001,499999.99999999977,300.0,2150.992763106416,0.1679345272134977,0.00016501287644200927,-4.045638945020986e-14,0.019768518810144475,0.084640600621454,0.17131086205834004
0.1,0.9000000000000001,499999.99999999994,300.0000000000001,2129.0592197300234,0.15479911839737415,0.0001754199872798211,-9.700549796234493e-19,0.01961159820239705,0.09337127924997211,0.16981685258655074
0.3,0.9000000000000001,499999.9999999997,299.9999999999999,2069.954604136952,0.12331546989705065,0.00020830803593365656,-4.041859248378589e-17,0.019019304323598864,0.1175405338044071,0.1656587782813875
0.5,0.9000000000000001,499999.9999999998,300.0,1972.2169703111108,0.0827493472075255,0.00028336530033050455,-7.611964298651722e-13,0.018073234625870238,0.15792309255499823,0.15860303208280055
0.0,0.9500000000000002,100000.0,300.0000000000001,2187.111476369648,0.3642822760483391,0.00044903960865294817,5.877245885897571e-12,0.012237179256375259,0.08474436527059223,0.1773005237105692
0.1,0.9500000000000002,100000.0,299.99999999999983,2164.844926603255,0.3380978735514619,0.00047278633663002393,3.101885930473635e-15,0.01212547311114219,0.09389583014796976,0.17588991742498966
0.3,0.9500000000000002,100000.0,300.0,2105.2819652597464,0.2750105002853441,0.0005448335579304569,7.693946177669796e-10,0.011622650356106053,0.11922439588538473,0.17188337621537994
0.5,0.9500000000000002,100000.0,299.99999999999955,2006.7549169734762,0.19272895001689433,0.0007010944027357742,2.2181822749580754e-13,0.010700444244029744,0.16192130910111815,0.16452555462659393
0.0,0.9500000000000002,499999.9999999997,300.0000000000001,2214.4597761699124,0.18255548882923783,0.00015753365659954008,4.1869335184573725e-11,0.010942335748817995,0.08755898349567641,0.17922694424568633
0.1,0.9500000000000002,499999.9999999999,299.99999999999983,2191.477407721817,0.1673778232559596,0.00016817910382606525,-1.0230046131471736e-09,0.010839188326368984,0.09672336570354316,0.1776811401088758
