EGR,FB,phi,AF,P,Tin,T,u,dF,rhoGF,rhoGB,CH4,H2,O2,CO,CO2,H2O,N2
0.0,0.0,0.7,1.4285714285714286,101324.99999999999,300.0,1840.9467548317762,0.1820173288465289,0.000671298372923112,1.1363370650954432,0.18506924497956148,3.5664718367037577e-23,5.509599560348782e-05,0.058703589054519764,0.00011517806133037699,0.06804190383821658,0.13662335383591864,0.7354484331572073
0.0,0.0,0.7999999999999999,1.25,101324.99999999993,300.0,1999.7558657390687,0.2631733629969158,0.0005264576423045377,1.1316414348656485,0.1695258509683694,5.4688613962602066e-21,0.0002782027867503201,0.03874641313516132,0.0006543861252940411,0.07640789003364987,0.15390187983273312,0.7277246287093615
0.0,0.0,0.8999999999999999,1.1111111111111112,101324.99999999993,300.0,2131.8562544876204,0.32959292811645186,0.00046238947446089116,1.1270356732272806,0.15803351852327863,5.019351496676874e-19,0.0011380831964717356,0.020322112172653582,0.0028697750188704007,0.08280464343657279,0.1697513396470468,0.7191409456045786
0.0,0.0,0.6,1.6666666666666667,101324.99999999999,300.0,1667.0736537685075,0.09987205637533601,0.0010498098052296365,1.1411202752730953,0.20530208276104514,1.6401297185832298e-19,9.17382104020294e-06,0.07908290894653425,1.7061868684153105e-05,0.05905482938955885,0.11847704658874639,0.742990281672166
0.0,0.0,0.9999999999999999,1.0000000000000002,101324.99999999993,300.0,2213.58724996113,0.37306851613515235,0.0004332284158180184,1.1225172137833834,0.15072908877202032,4.158348250441871e-17,0.004104208988805064,0.006231806125412287,0.010161991333226088,0.08359944752480028,0.18283266826262284,0.7082495086709694
0.0,0.0,1.0999999999999999,0.9090909090909092,101324.99999999996,300.00000000000006,2205.220828749704,0.38248658071390795,0.00042293893833960164,1.118083776776055,0.14884055154376843,3.3720697052217484e-15,0.012555089621556062,0.0006704361540041284,0.026475925227521065,0.07447699873674588,0.18967572920436918,0.6928685532132779
0.0,0.0,0.6,1.6666666666666667,499999.99999999977,300.0,1666.866494657982,0.029305110661681576,0.0006506115696566368,5.631022528549363,1.0133047520879435,1.8699721849609065e-17,2.567215946555336e-06,0.07918417159690717,4.278460670816083e-06,0.05906130038694216,0.11848678389433763,0.7430691020512185
0.0,0.0,1.1999999999999997,0.8333333333333335,101324.99999999993,300.0,2134.2506276180293,0.34655859363207087,0.00044677269399297817,1.1137328256537902,0.15061854933716132,9.4811995468255e-14,0.027030885497178223,6.0327978398029925e-05,0.04548389035632628,0.061905774986238817,0.18878014760902295,0.6748619934999416
0.0,0.0,0.7999999999999999,1.25,499999.9999999997,300.0,2004.6749942415945,0.12751589120439166,0.00019323154985834913,5.5842188446707555,0.8350391547258043,2.614462326077891e-21,0.00010279118899163564,0.03884960932032716,0.0002393645206940599,0.0768573559814998,0.15437965831777392,0.728222266019889
0.0,0.0,0.8999999999999999,1.1111111111111112,499999.9999999996,300.0,2151.138709203325,0.17222303289232724,0.0001583917158519711,5.561489662933295,0.7742687961886188,3.4536351352142173e-19,0.00045235406583501975,0.01965048886351739,0.001161021608153561,0.0846631899117753,0.17113350857736986,0.7205709516394618
0.0,0.0,1.2999999999999998,0.7692307692307694,101324.99999999993,300.0,2053.0624862751265,0.2614155352125155,0.0005606218282279573,1.1094607603976563,0.15332616624748616,8.02764066983955e-12,0.04446432485466015,8.355440216481796e-06,0.06128991327608103,0.052161690682073866,0.18352042073350053,0.6573423249089788
0.0,0.0,1.4,0.7142857142857143,101324.99999999993,300.00000000000006,1976.2954205338278,0.162059312088766,0.0008538771775014733,1.1052554829681338,0.1560462908426279,7.059486981072041e-07,0.06340988734836579,9.548235036214551e-07,0.07401929801500698,0.04503743678513794,0.17640259318771104,0.6404635033991252
0.0,0.0,0.7,1.4285714285714286,499999.9999999999,300.0,1842.0722611661881,0.07580362806260761,0.0002881315372928052,5.607392860807234,0.9128968695625255,1.2520742214516857e-19,1.9378468185241664e-05,0.05879580312994619,3.920045905038226e-05,0.06814063498080807,0.13674732031292414,0.7356699529356747
0.0,0.0,1.4,0.7142857142857143,499999.99999999977,300.00000000000006,1979.4829703614425,0.06621433077769416,0.000396560700955961,5.454085118986674,0.7687051954214759,2.153944087809299e-06,0.06369892013219183,8.956974622356032e-08,0.07413070592334194,0.044848544479016816,0.17669232507779306,0.640421363566543
0.0,0.0,1.2999999999999998,0.7692307692307694,499999.99999999977,300.0,2056.8192313197974,0.0987695163609767,0.0002710853925004298,5.4747739791401075,0.755732905486975,1.830828126058709e-08,0.044435097960094753,6.378176906769294e-07,0.061387772998824454,0.052202613091962384,0.1838092915680677,0.6578275143437329
0.0,0.0,0.9999999999999999,1.0000000000000002,499999.9999999999,300.0,2197.287153254809,0.19989212999656292,0.0003131798870480164,5.539192409310265,0.7522488188650218,2.98567432071687e-17,0.0015441120349126293,0.0037619435493214505,0.003852239603531012,0.08855619760923168,0.18952256832093442,0.7107356272109226
0.0,0.0,1.0999999999999999,0.9090909090909092,499999.99999999965,300.00000000000006,inf,0.1373079489649152,0.00039386041120255296,5.517311636389527,0.7506594292957564,9.541619353283914e-14,0.011667842354652683,4.3369431031522274e-05,0.024067767000482285,0.07624203651237489,0.19308482759762666,0.6941382502239473
0.0,0.0,1.1999999999999997,0.8333333333333335,499999.9999999999,300.0,inf,0.12640672318477342,0.0003682603403956369,5.495839906257924,0.7627346989304516,3.760781234341233e-12,0.027242607052563258,2.5674119339255997e-06,0.044084224594143254,0.062475557858137035,0.1910035657858478,0.6748046203649934
