EGR,phi,P,Tin,T,u,dF,CH4,O2,CO2,H2O
0.0,0.8,99999.99999999997,300.0000000000001,1999.7535637726367,0.2955710738564328,0.0004894068542538013,2.498692144095284e-21,0.03871951482498588,0.07644750638972737,0.15399049814454682
0.1,0.8,99999.99999999999,300.0000000000001,1981.3295054107596,0.27737603595732535,0.0005111075496886211,1.8351907333368747e-21,0.03843391797446509,0.08433341823335655,0.1528054679946215
0.3,0.8,99999.99999999997,300.0000000000001,1929.7041323209087,0.23197790444585709,0.0005776834207717026,1.243455049163025e-21,0.03757701932174169,0.10614659830770884,0.1493031888152332
0.5,0.8,100000.0,300.0000000000002,1845.9997057039357,0.16977817617066013,0.0007190636952045594,1.0382159629227861e-21,0.03612655777609088,0.1430205176789846,0.14346065006522846
0.0,0.8,499999.9999999998,300.0000000000001,2004.1408906723802,0.1515893014770661,0.0001666609474539968,2.028904798790622e-21,0.0388239980544653,0.0768371715430043,0.15444973838402856
0.1,0.8,499999.9999999997,300.0000000000001,1985.5123520216519,0.1407952337809442,0.00017639351522643772,1.4209549020768568e-21,0.03852449404125842,0.0847191059510462,0.15318444042379706
0.3,0.8,499999.9999999999,300.0000000000001,1934.3453975583561,0.1135572884892668,0.00020747437378004871,4.938108968681792e-22,0.037604179627035,0.10658909362806095,0.14968559028611333
0.5,0.8,499999.9999999997,300.0000000000002,1849.1472832268587,0.07680051900739568,0.00028066013831140233,6.627960643102773e-23,0.0361336516455708,0.14335687769968297,0.14375507021907893
0.0,0.8500000000000001,100000.0,300.0,2071.443059808588,0.33157373461906897,0.00045872158298330523,2.4894303455245426e-20,0.029147852757325076,0.08014558690114479,0.16223572637177272
0.1,0.8500000000000001,99999.99999999996,300.0,2051.8877333229716,0.31063608386209857,0.000479865680015494,1.8318758708881995e-20,0.02889520944812641,0.08847611641554107,0.16094349702906582
0.3,0.8500000000000001,99999.99999999999,300.0000000000001,1997.3572322535235,0.25844684459886186,0.0005434306696560427,7.720172004282169e-21,0.028216052546704857,0.11147201024761501,0.15724301184090386
0.5,0.8500000000000001,99999.99999999997,300.0,1904.9592462943456,0.18745865026850111,0.0006779498451830224,2.5055050667746505e-21,0.02712561100178309,0.14999617170416057,0.1506834675402795
0.0,0.8500000000000001,499999.99999999977,300.0,2080.2388570603107,0.17575499465275699,0.00015126549788047,2.489568056055842e-20,0.0289871519044622,0.0809377133916008,0.16298975815588823
0.1,0.8500000000000001,499999.9999999998,300.0,2059.7695432499154,0.1626110919292972,0.000160287170320468,1.7227379321348e-20,0.02879850376812313,0.08923029139598856,0.16162819122126537
0.3,0.8500000000000001,499999.9999999998,300.0000000000001,2003.998371012032,0.13059210675010594,0.00018900746486557243,5.854337313417453e-21,0.028132120400875843,0.1122208338354746,0.15774928575603786
