EGR,phi,P,Tin,T,u,dF,CH4,O2,CO2,H2O
0.0,0.8,99999.99999999997,300.0000000000001,2006.6247854627707,0.2804180783275663,0.00043345388193445075,-3.269791424515458e-08,0.03941215538224543,0.07647813083338224,0.15538357403494618
0.1,0.8,99999.99999999999,300.0000000000001,1987.948112514846,0.26642781630398205,0.00044964558104704943,-7.480874383199947e-23,0.03900418488292224,0.08445882535852602,0.1539854029065462
0.3,0.8,99999.99999999997,300.0000000000001,1935.4575468966682,0.23107944742598197,0.0005013300699521929,-1.3297286111362004e-18,0.038070641727646674,0.10628088088098002,0.150373804133541
0.5,0.8,100000.0,300.0000000000002,1849.4907258289375,0.18018306502704717,0.0006087298700501562,-1.7483864263358389e-09,0.03639520710197299,0.14320866859453665,0.14413861567513098
0.0,0.8,499999.9999999998,300.0000000000001,2009.1126173033394,0.14225747348116632,0.00017045974539736477,-1.8192257629422916e-27,0.03920407885547416,0.07690216756962714,0.15529059487690836
0.1,0.8,499999.9999999997,300.0000000000001,1989.6174472098041,0.13521779728587943,0.00017734551788852745,-3.268566346743354e-10,0.03884316529067669,0.08481801980300527,0.15393496614062668
0.3,0.8,499999.9999999999,300.0000000000001,1936.9359508556138,0.11694954692638006,0.00019773040327996326,-6.482561918514209e-23,0.03793940558869563,0.10655183379291211,0.1503650943309326
0.5,0.8,499999.9999999997,300.0000000000002,1850.5008361594248,0.09117600495315435,0.00024039515007460486,-6.511620240702296e-08,0.03630159555296605,0.14335987887982524,0.14415400663797975
0.0,0.8500000000000001,100000.0,300.0,2082.4325304294334,0.3180916622977104,0.0003948146702191756,-1.3017480286245857e-19,0.029949353046373983,0.08021981344387667,0.16422535412116163
0.1,0.8500000000000001,99999.99999999996,300.0,2062.1103850844233,0.3021963259375792,0.0004101322077993864,-4.101346463354315e-19,0.029565941549667893,0.08862697985120695,0.16271069888852682
0.3,0.8500000000000001,99999.99999999999,300.0000000000001,2005.3252517958254,0.2609955847156018,0.00045800598297438845,-1.2549212120739765e-24,0.028730288476478336,0.1117244925498487,0.1586160967090968
0.5,0.8500000000000001,99999.99999999997,300.0,1912.6720385777905,0.2019139192258182,0.000559044946871797,-7.558227849077551e-10,0.027298057243216257,0.15050832624215743,0.15174603397619882
0.0,0.8500000000000001,499999.99999999977,300.0,2087.7218980179996,0.16131535036671477,0.00015518924276715297,-2.3666799948922665e-19,0.029549281676614254,0.0809598920153195,0.1642219486735133
0.1,0.8500000000000001,499999.9999999998,300.0,2066.2328901940623,0.15323546089866838,0.00016164593166194903,-4.972707773451618e-10,0.02928090750847502,0.08926549705117293,0.16274740408129978
0.3,0.8500000000000001,499999.9999999998,300.0000000000001,2008.171662663789,0.13215421780299427,0.00018092852951026415,-1.1928183732828756e-10,0.028520072196621428,0.11223900078621332,0.15864067683017372
0.5,0.8500000000000001,499999.9999999998,300.0,1914.1975013481465,0.1022089082532783,0.00022039094822416439,-9.906412559902213e-24,0.027229541892803102,0.15073944930575325,0.15184107618527615
0.0,0.9000000000000001,99999.99999999996,300.0,2153.078447046488,0.35290279122056367,0.00036576468229484603,-2.326385483191775e-10,0.02073352409564438,0.08339773449499668,0.17279145960086495
0.1,0.9000000000000001,99999.99999999999,300.0000000000001,2129.9569902464814,0.3348542489210986,0.00038109858441150624,-1.0477445313566847e-18,0.020595732674235888,0.0921080322445529,0.17124889633728654
0.3,0.9000000000000001,99999.99999999996,299.9999999999999,2069.6123394956794,0.28837816366832913,0.00042700000414493095,-7.705694995026142e-11,0.019824660808155415,0.11646946974837713,0.16677018584284073
0.5,0.9000000000000001,100000.0,300.0,1971.6298127092982,0.22183027950014636,0.0005224566497633243,-1.0890941349963148e-18,0.018523525245758832,0.15732457730218502,0.15917754075823468
0.0,0.9000000000000001,499999.99999999977,300.0,2161.4595633227436,0.1793872994062157,0.00014415592985891304,-4.7373064730083206e-23,0.02020714442328895,0.08460051201734074,0.17302022249991986
0.1,0.9000000000000001,499999.99999999994,300.0000000000001,2138.2272210513206,0.1701416560107499,0.0001501899571152349,-1.7140198572009848e-09,0.019992728912209146,0.09336282556257261,0.1713690578870542
0.3,0.9000000000000001,499999.9999999997,299.9999999999999,2076.0876929361166,0.14640730869948246,0.000168671063845216,-1.4617700112349385e-10,0.019279425942584954,0.11761992046583479,0.16676032301364216
0.5,0.9000000000000001,499999.9999999998,300.0,1975.5442279874187,0.11214290625484231,0.00020595048138755622,-3.0225626268556225e-19,0.018254004759616152,0.15800370003062417,0.1592236201164566
