tres,EGR,phi,T,P,O2,CO,CO2
0.0,0.1,0.0,299.9999995427204,1000000.1578894336,0.18907562989731386,0.0,0.0
50.0,0.1,0.0,300.0000121193469,1000000.1578894336,0.1890756298973141,0.0,0.0
100.0,0.1,0.0,300.0000128030075,1000000.1578894336,0.18907562989731436,0.0,0.0
150.00000000000003,0.1,0.0,300.00001295547816,1000000.1578894336,0.18907562989731463,0.0,0.0
200.0,0.1,0.0,300.0000129626772,1000000.1578894336,0.1890756298973148,0.0,0.0
250.0,0.1,0.0,300.0000129698762,1000000.1578894336,0.18907562989731508,0.0,0.0
300.00000000000006,0.1,0.0,300.0000129770752,1000000.1578894336,0.18907562989731533,0.0,0.0
350.00000000000006,0.1,0.0,300.00001298427424,1000000.1578894336,0.18907562989731555,0.0,0.0
400.0,0.1,0.0,300.00001298667064,1000000.1578894336,0.18907562989731583,-2.3985906457068373e-36,-1.1999204964024308e-51
450.0,0.1,0.0,300.0000129867085,1000000.1578894336,0.1890756298973161,-5.975120405211216e-36,-2.9891175701523407e-51
500.0,0.1,0.0,300.0000129867464,1000000.1578894336,0.1890756298973163,-9.551650164715601e-36,-4.7783146439022544e-51
550.0,0.1,0.0,300.00001298678427,1000000.1578894336,0.18907562989731658,-1.3128179924219978e-35,-6.567511717652163e-51
600.0000000000001,0.1,0.0,300.0000129868221,1000000.1578894336,0.18907562989731683,-1.6704709683724366e-35,-8.356708791402077e-51
650.0,0.1,0.0,300.00001298686,1000000.1578894336,0.18907562989731705,-2.0281239443228735e-35,-1.0145905865151975e-50
700.0000000000001,0.1,0.0,300.0000129868979,1000000.1578894336,0.1890756298973173,-2.385776920273311e-35,-1.1935102938901886e-50
750.0,0.1,0.0,300.00001298693576,1000000.1578894336,0.18907562989731758,-2.743429896223749e-35,-1.3724300012651793e-50
800.0,0.1,0.0,300.0000129869736,1000000.1578894336,0.18907562989731777,-3.101082872174186e-35,-1.55134970864017e-50
850.0000000000001,0.1,0.0,300.00001298701153,1000000.1578894336,0.18907562989731805,-3.4587358481246236e-35,-1.7302694160151605e-50
900.0,0.1,0.0,300.0000129870494,1000000.1578894336,0.18907562989731827,-3.81638882407506e-35,-1.9091891233901508e-50
950.0000000000001,0.1,0.0,300.00001298708725,1000000.1578894336,0.18907562989731852,-4.1740418000254985e-35,-2.0881088307651415e-50
1000.0,0.1,0.0,300.00001298712516,1000000.1578894336,0.1890756298973188,-4.5316947759759354e-35,-2.267028538140132e-50
1050.0,0.1,0.0,300.000012987163,1000000.1578894336,0.18907562989731908,-4.889347751926373e-35,-2.445948245515123e-50
1100.0,0.1,0.0,300.0000129872009,1000000.1578894336,0.18907562989731924,-5.247000727876808e-35,-2.6248679528901125e-50
1150.0000000000002,0.1,0.0,300.00001298723873,1000000.1578894336,0.18907562989731952,-5.604653703827246e-35,-2.8037876602651034e-50
1200.0000000000002,0.1,0.0,300.00001298727665,1000000.1578894336,0.18907562989731977,-5.962306679777684e-35,-2.9827073676400934e-50
1250.0,0.1,0.0,300.0000129873145,1000000.1578894336,0.18907562989732,-6.319959655728118e-35,-3.161627075015083e-50
1300.0,0.1,0.0,300.00001298735236,1000000.1578894336,0.18907562989732027,-6.677612631678555e-35,-3.3405467823900735e-50
1350.0,0.1,0.0,300.0000129873903,1000000.1578894336,0.1890756298973205,-7.035265607628992e-35,-3.5194664897650635e-50
1400.0000000000002,0.1,0.0,300.00001298742814,1000000.1578894336,0.18907562989732074,-7.392918583579428e-35,-3.698386197140054e-50
1450.0000000000002,0.1,0.0,300.000012987466,1000000.1578894336,0.189075629897321,-7.750571559529864e-35,-3.8773059045150444e-50
1500.0,0.1,0.0,300.00001298750385,1000000.1578894336,0.18907562989732124,-8.108224535480301e-35,-4.056225611890033e-50
1550.0,0.1,0.0,300.00001298754177,1000000.1578894336,0.1890756298973215,-8.465877511430736e-35,-4.235145319265023e-50
1600.0,0.1,0.0,300.0000129875796,1000000.1578894336,0.1890756298973217,-8.82353048738117e-35,-4.414065026640012e-50
1650.0000000000002,0.1,0.0,300.0000129875855,1000000.1578894336,0.189075629897322,-8.253735682145412e-35,-3.4075619834563057e-50
1700.0000000000002,0.1,0.0,300.0000129875765,1000000.1578894336,0.18907562989732224,-7.254342485197495e-35,-1.8519652689419071e-50
1750.0,0.1,0.0,300.0000129875676,1000000.1578894336,0.18907562989732246,-6.254949288249543e-35,-2.963685544275091e-51
1800.0,0.1,0.0,300.0000129875586,1000000.1578894336,0.18907562989732274,-5.255556091301595e-35,1.2592281600868885e-50
1850.0,0.1,0.0,300.00001298754967,1000000.1578894336,0.189075629897323,-4.256162894353679e-35,2.8148248746012856e-50
1900.0000000000002,0.1,0.0,300.0000129875407,1000000.1578894336,0.1890756298973232,-3.256769697405729e-35,4.370421589115682e-50
1950.0000000000002,0.1,0.0,300.0000129875317,1000000.1578894336,0.1890756298973235,-2.2573765004578142e-35,5.926018303630079e-50
2000.0,0.1,0.0,300.0000129875228,1000000.1578894336,0.1890756298973237,-1.2579833035098302e-35,7.481615018144554e-50
2050.0000000000005,0.1,0.0,300.0000129875138,1000000.1578894336,0.18907562989732396,-2.58590106561881e-36,9.037211732658948e-50
2100.0,0.1,0.0,300.0000129875048,1000000.1578894336,0.18907562989732418,7.40803090386033e-36,1.0592808447173343e-49
2150.0,0.1,0.0,300.0000129874959,1000000.1578894336,0.18907562989732443,1.7401962873339814e-35,1.2148405161687739e-49
2200.0,0.1,0.0,300.0000129874869,1000000.1578894336,0.18907562989732468,2.739589484281895e-35,1.3704001876202134e-49
2250.0,0.1,0.0,300.000012987478,1000000.1578894336,0.18907562989732496,3.738982681229844e-35,1.5259598590716608e-49
2300.0000000000005,0.1,0.0,300.000012987469,1000000.1578894336,0.18907562989732518,4.7383758781777907e-35,1.6815195305230998e-49
2350.0,0.1,0.0,300.00001298746,1000000.1578894336,0.18907562989732543,5.737769075125704e-35,1.8370792019745393e-49
2400.0000000000005,0.1,0.0,300.0000129874511,1000000.1578894336,0.18907562989732565,6.737162272073685e-35,1.992638873425986e-49
2450.0,0.1,0.0,300.0000129874421,1000000.1578894336,0.18907562989732596,7.736555469021598e-35,2.148198544877418e-49
2500.0,0.1,0.0,300.0000129874332,1000000.1578894336,0.18907562989732618,8.735948665969544e-35,2.3037582163288645e-49
2550.0000000000005,0.1,0.0,300.0000129874242,1000000.1578894336,0.18907562989732646,9.735341862917458e-35,2.459317887780304e-49
