EGR,FB,phi,AF,P,Tin,T,u,dF,rhoGF,rhoGB,CH4,H2,O2,CO,CO2,H2O,N2
0.0,0.0,0.6050000000000002,1.6528925619834705,101325.00000000004,553.7714771049064,1871.1635126488309,0.4722594812763381,0.0005411441308626929,0.6180621754212053,0.1827907976915536,2.845056847296189e-23,5.3612543198051285e-05,0.07796347439776817,0.00011565892902875846,0.05928659165290445,0.11916615944182349,0.7422024422899696
0.0,0.0,0.8049999999999998,1.2422360248447208,101325.00000000006,548.1772878971044,2169.6189806730263,0.8496624234067734,0.0003775274135508881,0.6191843133612945,0.15590412820675995,1.7516196324934154e-19,0.000862594575599962,0.038095881216866655,0.0022412035025708176,0.0750722624545244,0.15300136994661057,0.7257497074923562
0.0,0.0,0.7050000000000001,1.4184397163120566,101325.00000000003,550.9325216756964,2031.876569061762,0.6759086163445142,0.0004297887357562477,0.6186422584947406,0.16747887805483197,3.2599955730268965e-21,0.00024509322340544176,0.05750945784236979,0.0005911076389696191,0.06788892249563186,0.1367571629460327,0.7342572191743391
0.1,0.0,0.5762757481622346,1.735280381291488,101325.00000000003,556.4856551731694,1756.240182110961,0.3242870875747488,0.0007059086875586362,0.618904647480305,0.19574844835226027,5.659577658791443e-23,1.9192663437160916e-05,0.0791539415390749,4.294363047399406e-05,0.06019865415527668,0.10749415185242404,0.752473214419627
0.0,0.0,0.9049999999999999,1.1049723756906078,101325.0,545.5018151127418,2275.313575861296,0.9789569126841746,0.00035016466860487397,0.6196905277043739,0.14747457049900328,5.516164512859036e-18,0.002492398562902673,0.020971071193896143,0.006605067664596894,0.07916534179037324,0.16765121523853033,0.715927775210615
0.2,0.0,0.543921467869183,1.8385007010616963,101325.00000000001,558.9637408435149,1637.6547606097242,0.1991587408400172,0.0010195194060502496,0.6197639392614189,0.2109715812892125,1.653464630715239e-20,5.792986355746016e-06,0.08026117375795605,1.3521727634066559e-05,0.06106567240063339,0.09563679132879271,0.7627349076633907
0.1,0.0,0.6793110059225035,1.47207978566754,101325.0,554.0324003360466,1908.1242143771763,0.49437991899318223,0.0005333423270047813,0.6196319920532541,0.1794843118160834,1.764275347255896e-22,9.136078546670721e-05,0.05860912098803911,0.00022863702925480866,0.0694253847367426,0.12364547640903387,0.74655913695327
0.0,0.0,1.005,0.9950248756218907,101325.00000000004,542.902404166674,2336.0846033543567,1.0505008242490774,0.0003370817214830056,0.6201631425829028,0.1420608201966186,1.2693735628129402e-16,0.006211078310893108,0.008311130816760121,0.015618126519103614,0.07810645508297719,0.17959476887951334,0.7041580291033193
0.1,0.0,0.8944716658312957,1.1179783979748865,101325.00000000003,549.3293670490494,2157.960891627342,0.7469750154192897,0.0004226362907696153,0.6208044566954789,0.15709957350660317,8.441680683332599e-19,0.0013061617268367686,0.02012710837691355,0.003767826038354476,0.08407232157117078,0.15334744174701448,0.7329487093176063
0.2,0.0,0.6494217800124155,1.5398313249994207,101325.00000000001,556.8670677849848,1777.1759882517683,0.33050676144427976,0.000705749872518143,0.6206796186652977,0.19386360967001778,6.942999951081842e-24,2.9722125195874814e-05,0.05966674814485825,7.716558720329316e-05,0.0706909705460718,0.11026401212508892,0.7585833237264279
