EGR,FB,phi,AF,P,Tin,T,u,dF,O2,CO,CO2
0.0,0.0,0.85,1.1764705882352942,100000.0,300.0,2070.7049782605127,0.24457986318675068,0.0005370040697663911,0.029049947518818193,0.001364209076020193,0.08045328616893262
