EGR,FB,phi,AF,P,Tin,T,u,dF,rhoGF,rhoGB,O2,CO,CO2,H2O,N2
0.0,0.0,0.6,1.6666666666666667,101325.00000000001,573.0,1877.7321547004858,0.5070282619159417,0.0005289891235171471,0.597448078984964,0.1821857924308986,0.0789729414577763,0.00012131753685928629,0.058812570871355885,0.11822146769651587,0.7425575115768737
