EGR,FB,phi,AF,P,Tin,T,u,dF,hr,rhoGF,rhoGB,omega0,Yi_O2,Yi_CH4,Yi_CO2,Yi_N2,CH4,O2,CO,CO2,H2O,N2
0.2,0.0,0.8049999999999999,1.2422360248447206,99999.99999999997,600.0,1822.3693294737543,0.38221696514050457,0.0005790996685337422,1294161078.177367,0.6230844456099492,0.2050296662942265,58.155485957633644,0.15952591600632107,0.032191597299539396,0.28316985821141255,0.525112628482727,-7.78439270713755e-09,0.03072683811118656,0.0003879219952009347,0.2614033847593502,0.12515151218837575,0.5823303507302793
0.2,0.0,0.605,1.6528925619834711,99999.99999999996,599.9999999999995,1568.9036701496702,0.2078377187746677,0.0009454516704013466,366669626.6471134,0.6268244075076856,0.2396451038592873,16.49772343599844,0.16170620772578348,0.024524347757387908,0.2814799337799313,0.5322895107368972,-1.4613477494599162e-09,0.06267920725925882,1.305671373369116e-05,0.24736161048859467,0.09596033784783195,0.5939857891519287
0.2,0.0,0.9049999999999999,1.1049723756906078,100000.0,599.9999999999995,1934.5038364353345,0.46384123698661167,0.0005039967389809294,1896836306.5863068,0.6212679101998461,0.1924654152511914,84.39027328303452,0.15845767023162216,0.035948207873185534,0.2839978458689244,0.521596276026268,-1.5863161297153914e-08,0.01569734498447707,0.0016094228837212252,0.26709613255798514,0.13920119317746918,0.5763959222595085
0.2,0.0,0.705,1.4184397163120568,99999.99999999999,599.9999999999995,1700.1214468219432,0.2938311403022064,0.0007102423426290375,759747975.4506526,0.6249365095077787,0.2204850256705734,34.20543122577649,0.16060866274306496,0.028383992405451017,0.2823306309891117,0.5286767138623724,-3.1305217239346664e-09,0.04641699289733649,8.177804863238808e-05,0.2547034713263937,0.11061126854038165,0.5881864923177774
0.2,0.0,1.005,0.9950248756218907,99999.99999999997,599.9999999999995,2015.1073070340926,0.5260705627972259,0.0004622595117530302,2453362972.384521,0.6194858565170503,0.1837259630197752,106.76863568522158,0.15740363604497232,0.03965484174371889,0.28481481825281946,0.5181267039584891,-1.2991589756021858e-09,0.0031543770739335297,0.0071841746017222196,0.26771009201799817,0.15262524016559864,0.5693261174399066
0.2,0.0,1.2049999999999998,0.8298755186721992,99999.99999999999,599.9999999999995,1909.91861460736,0.5739059124681213,0.00039018572420508016,3104906104.3450117,0.6160214255803641,0.18778965701511552,132.83337523748466,0.15533708293176296,0.04692211624173587,0.2864165849172488,0.5113242159092525,6.783377352913621e-07,5.230795632411801e-06,0.058714822734075474,0.22227211468509672,0.1748266440119956,0.5441805094354645
0.2,0.0,1.105,0.9049773755656109,100000.00000000001,600.0,1980.089933716252,0.5599872407497366,0.00042137362560723887,2865866035.2384787,0.6177373388091221,0.18426107685957224,122.8175035856323,0.1563635317209703,0.04331248963129656,0.28562099372591343,0.5147029849218198,-1.0492500115200906e-06,8.255474885710245e-05,0.03065498007612134,0.24779203917432222,0.16421772278682822,0.5572537524638828
