EGR,phi,P,Tin,T,u,dF,CH4,O2,CO2,H2O
0.0,0.8,100000.00000000001,300.0,2011.141499825438,0.2825029038822773,0.0005147159452094259,6.430433171356081e-09,0.03923552644174508,0.07680964799984538,0.1557036325011833
0.1,0.8,100000.00000000006,300.00000000000006,1991.898190306013,0.2732389006422215,0.0005253577866755091,1.5775176636067613e-09,0.03885937778428097,0.08478884683821712,0.15424700790005486
0.3,0.8,100000.00000000006,300.0,1938.157927027049,0.2488757996436101,0.0005591449958065659,2.1619943408279608e-08,0.03799497282063174,0.10646539823571063,0.1506601413732022
0.5,0.8,100000.00000000006,300.0,1851.4678993843622,0.21051584292169045,0.0006214081115762765,1.2216797492114992e-07,0.03639584580521645,0.1431999207555886,0.14443494231473045
0.7,0.8,100000.00000000004,299.9999999999991,1681.3964213544036,0.14638801821906386,0.0007977087647448777,1.2464614347925236e-08,0.03316614592032494,0.21824556621528615,0.13168133087670267
0.0,0.8,500000.0000000002,300.0,2011.7801769002003,0.18864045875990682,0.00015351076422326758,2.950108767436048e-12,0.03917423097576582,0.07688221972074906,0.1556416162840604
0.1,0.8,500000.00000000023,300.00000000000006,1991.5290824576562,0.1828101393629798,0.00015711295644555185,3.739622094048941e-12,0.03895188322036924,0.08463443937941696,0.15440085363698355
0.3,0.8,500000.00000000023,300.0,1937.8084225275727,0.16625213389583807,0.00016704870714883186,9.569385436497732e-12,0.03809719497305291,0.10630508377801813,0.15080585989288256
0.5,0.8,500000.0000000003,300.0,1851.0303567191788,0.1410974733614936,0.00018648690544025048,4.478098187509029e-12,0.03638931352900855,0.14321636248971262,0.1444184043357631
0.7,0.8,500000.00000000006,299.9999999999991,1681.30650699235,0.0978934131113592,0.00023810011231223394,1.1793408899806713e-09,0.033214110618102366,0.21817657947158897,0.1317270644654445
0.0,0.8500000000000001,100000.00000000003,300.0,2091.7707021488204,0.30998697675608905,0.00048596010298956774,9.023376419887503e-09,0.029397542465054893,0.08128581503251131,0.1645565309652934
0.1,0.8500000000000001,100000.00000000003,300.00000000000006,2070.1678565057787,0.2992993115476965,0.0004965473139514684,1.1406200734897596e-08,0.029160635197060563,0.08950970433162207,0.16313377225194847
0.3,0.8500000000000001,100000.00000000004,300.0,2011.022339039334,0.2719474299631036,0.0005292395757370032,2.9081721104541474e-08,0.028525466560063665,0.11227935782610328,0.15907420916391812
0.5,0.8500000000000001,100000.00000000006,300.0,1915.887214862212,0.2287646479220083,0.0005903078284408919,1.5252314264352437e-07,0.027246496117798703,0.15072795367723293,0.15212552934198942
0.7,0.8500000000000001,100000.00000000004,299.99999999999955,1732.428764221206,0.15766001463446844,0.0007578341377927487,2.6122059005702826e-10,0.02463332055504986,0.22876539420788192,0.13801834768912952
0.0,0.8500000000000001,500000.00000000035,300.0,2092.0601841504986,0.20711579371045943,0.00014522866967863347,4.888693128999414e-12,0.02938044444817026,0.08128659709330945,0.16457401723792317
0.1,0.8500000000000001,500000.00000000035,300.00000000000006,2070.356788481491,0.2001971423202482,0.00014831152195857186,6.049605621490086e-12,0.029180564364739786,0.08949583714621182,0.1631342819330321
0.3,0.8500000000000001,500000.00000000035,300.0,2011.3796122303365,0.18168304145022807,0.00015802660652975697,3.075824284983526e-10,0.028496337856068542,0.11229670301042685,0.15907582516499907
0.5,0.8500000000000001,500000.0000000003,300.0,1916.2046593932978,0.1531798056909715,0.00017634941833556076,6.908815108493375e-12,0.02721159034132556,0.15075362369790013,0.1521218307496993
0.7,0.8500000000000001,500000.00000000023,299.99999999999955,1731.896508659045,0.10522695463392265,0.00022704706174984094,1.705539487349544e-09,0.024689218982012533,0.22868581337750368,0.13806967544532575
0.0,0.9000000000000001,100000.00000000007,300.0,2169.7388069966933,0.33623661389497317,0.00046366316365474856,1.3992245385959728e-07,0.019758630916472376,0.08548448764145984,0.1736099135246027
0.1,0.9000000000000001,100000.00000000006,300.0,2146.461747660564,0.3240713952271443,0.00047403063661331736,2.2333471493233215e-08,0.019540534167378096,0.09426218304661951,0.17182369574886758
0.3,0.9000000000000001,100000.00000000006,300.0,2082.4182221405367,0.29344774474924007,0.0005049640360612493,5.1611445007530207e-08,0.019053686619416126,0.11819933838815531,0.16722232804496284
0.5,0.9000000000000001,100000.00000000006,300.0,1978.5922161038286,0.2461254256460585,0.0005649839075591847,9.902371185869782e-08,0.01820137598435343,0.15815515921442316,0.15969083198950373
