EGR,phi,P,Tin,T,u,CH4,H2,O2,CO,CO2,H2O
0.5,0.8,100000.00000000007,299.9999999999998,1845.6950331675441,0.14914269648233283,3.2459684840086748e-22,0.00012001471214087744,0.036286061416552814,0.0004923562625174814,0.14279224202269483,0.14348043895131318
0.5,0.8,500000.00000000023,299.9999999999998,1850.589714595058,0.06310880480369979,8.987405377307e-20,2.900476111999544e-05,0.03623195329909848,0.00011609543169914158,0.14324096253873783,0.14384870723892368
0.5,0.8500000000000001,100000.00000000007,299.9999999999998,1904.6961374116818,0.16637789212467782,4.412906968685374e-21,0.00025587187822627324,0.02728729284178649,0.0010968834415679253,0.14971232767767298,0.15077228294720524
0.5,0.8500000000000001,500000.00000000035,299.9999999999998,1914.0420449339276,0.07369730049146261,7.982564835837235e-22,6.0646340350664124e-05,0.027015464016930297,0.0002576070128607798,0.15073647872967968,0.15128005481296272
0.5,0.9000000000000001,100000.00000000006,300.0,1956.3494267540023,0.17932997398290174,5.8055800961317e-20,0.0005296211465879077,0.018822941434381738,0.0023498675435118595,0.15583617107142048,0.15759893558975432
0.5,0.9000000000000001,500000.00000000023,300.0,1973.3711295974804,0.08165834730467382,9.493137399945698e-21,0.00012472810252416372,0.018144289953378342,0.0005566814770829872,0.15781485900108663,0.1586107987858598
0.5,0.9500000000000002,100000.00000000004,299.9999999999998,1996.9607592025125,0.18773713746886483,7.189722876196224e-19,0.0010465609619096006,0.011321733952126387,0.004727911916429026,0.1605146111890698,0.1640573341140912
0.5,0.9500000000000002,500000.00000000023,299.9999999999998,2028.3578464918514,0.08641942436375351,1.4864240513651205e-19,0.0002713074785798018,0.009623227883966707,0.001260387744502642,0.16432624494758796,0.16579053522777779
0.5,1.0000000000000002,100000.00000000004,300.0,2021.29209209806,0.19104440009342885,9.58434658345778e-18,0.0020344977270278035,0.00533471766852755,0.009148170064198992,0.16281548599413811,0.1698238546065113
0.5,1.0000000000000002,500000.00000000023,300.0,2069.0673745021754,0.08707974762621183,7.011802263978297e-18,0.0007594808290640384,0.002405412189829138,0.003600249597272134,0.16896082674861654,0.17226546116167551
0.5,1.0500000000000003,100000.00000000004,299.99999999999955,2021.184816409061,0.18916198340477483,1.3464614138783395e-16,0.0038488405200780423,0.0016779745016063643,0.01665050143395683,0.16149318949094738,0.17457734385742155
0.5,1.0500000000000003,500000.0000000003,299.99999999999955,2050.5214754822778,0.08375439727951645,1.9510466562521083e-15,0.0030658640902009216,0.00011832566557339686,0.013661793599913392,0.16491249646614023,0.17640355074453898
0.5,1.1000000000000003,100000.00000000006,299.9999999999998,1993.8096575373638,0.18086106561582835,1.6285742278842575e-15,0.006789914647921481,0.0003391299414422667,0.027304692527019333,0.15653603695403015,0.17777841471246478
0.5,1.1000000000000003,500000.0000000004,299.9999999999998,2003.612527875978,0.07559078893556778,4.940244913713953e-14,0.006540197875239486,1.3272360962355603e-05,0.026530737977721448,0.1575205321741977,0.17850278560889912
0.5,1.1500000000000004,100000.00000000007,299.9999999999993,1952.6059682804694,0.16639163929306183,1.2192318765241303e-14,0.010556307250614344,6.74376225867235e-05,0.03891535030847326,0.15021904406030326,0.17969181480527469
0.5,1.1500000000000004,500000.00000000023,299.9999999999993,1956.4322832723758,0.06312369229640467,3.9640658829212785e-13,0.010418024499997978,2.57043816713023e-06,0.03855850053756168,0.1506734445083323,0.18004561027099816
0.5,1.2000000000000004,100000.00000000004,299.9999999999998,1907.942982306868,0.1451681659130478,5.924350259236052e-14,0.014774154788187091,1.76464617589264e-05,0.04999468441677123,0.1442271460596385,0.18069198365141223
0.5,1.2000000000000004,500000.00000000023,299.9999999999998,1909.4410524385116,0.0482592566769549,2.1022187744389e-12,0.014760366976668368,6.046056283200223e-07,0.049985469136456545,0.14431551615340155,0.18092293606185228
