EGR,phi,P,Tin,T,u,dF,CH4,O2,CO,CO2,H2O
0.5,1.0000000000000002,100000.00000000001,299.9999999999998,1977.2370403406787,0.3128406088204928,0.0010004242059857805,-3.8950066664244175e-23,0.002204152776051823,0.003946521397004467,0.16890028150416214,0.1737449827328354
0.7,1.0000000000000002,100000.00000000007,300.0,1857.3440726467943,0.13630338300644396,0.0007852335760508803,-1.3068321339523128e-11,0.0014586301244950218,0.0024674537877718474,0.2562154258741513,0.15560990870530753
0.0,1.0000000000000002,500000.00000000023,300.0,2200.851013417428,0.18626379639208435,0.0005153503857364,-5.09387369167935e-35,0.002565585882005273,0.004832491846431129,0.08982604430979071,0.18974433794558554
0.1,1.0000000000000002,500000.00000000023,300.0,2122.587137015406,0.11912800609847393,0.0005181042210573569,-9.946406879289618e-26,0.0024763621460619314,0.00312225135174826,0.09964133196216651,0.18945846053811158
0.3,1.0000000000000002,500000.00000000023,299.9999999999999,2183.3168220104153,0.16937151269504663,0.0001546474132659147,-1.4530697090005472e-19,0.0030857690420852237,0.005397594716880759,0.12424863164364779,0.18252813797153697
0.5,1.0000000000000002,500000.0000000002,299.9999999999998,2073.7257953402373,0.12796031260128862,0.0001916929613374913,-3.240552644668583e-25,0.002270242538662986,0.0038192131596416295,0.16900322844633472,0.1735741231079354
0.7,1.0000000000000002,500000.0000000003,300.0,1862.986740046961,0.06894286625951629,0.0003122909916977006,-2.8640481601317916e-10,0.0010174347989291806,0.0014013183280148368,0.25729308132047696,0.15575232938012082
0.0,1.0500000000000003,100000.00000000004,300.0,2125.894940598444,0.28936577606291847,0.001074523108138671,-2.938425593837876e-24,0.0002896786463983636,0.016747872099518352,0.07977791778698518,0.1990222264210047
0.1,1.0500000000000003,100000.00000000007,300.0,2146.0036285529577,0.2620262781856781,0.0010235435251405851,-2.4554165039837327e-31,0.00037188477561573316,0.019065030009095287,0.08883738426426596,0.19465276703580392
0.3,1.0500000000000003,100000.00000000006,299.9999999999999,2160.9656974449877,0.34394648449005905,0.0003770444066256164,-3.97647059808076e-11,0.0008082432154533876,0.018745137583878094,0.11564335700122816,0.18910432484172734
0.5,1.0500000000000003,100000.00000000006,299.9999999999998,1949.268541767414,0.3207037605470291,0.000973482081693629,-2.148438356770236e-39,6.935620632566324e-05,0.016748564797731184,0.1620738367162098,0.1796557575086019
0.7,1.0500000000000003,100000.00000000006,300.0,1822.4394933725403,0.13654721974977327,0.0007665127018318815,-2.66259745314988e-10,2.002488969152033e-05,0.014648129626687479,0.25180680194903543,0.16035445776268709
0.0,1.0500000000000003,500000.0000000003,300.0,2270.7285905355916,0.2182549319291571,0.00012587291899385914,-5.4032065917408265e-17,0.00034294576133534285,0.01859500953712199,0.07935983598093124,0.19720317005469915
0.1,1.0500000000000003,500000.0000000005,300.0,2243.103787438607,0.2059251824601698,0.00013138531337334494,-3.895300112136054e-19,0.0003070681929924216,0.01846064075108699,0.08928835987863683,0.19503041508110378
0.3,1.0500000000000003,500000.0000000003,299.9999999999999,2168.611495616965,0.17440225389341316,0.00014899474675900953,-1.4692082526671313e-13,0.00020808655992638942,0.017623638245423894,0.11683061947572658,0.1892447551612843
0.5,1.0500000000000003,500000.00000000035,299.9999999999998,1962.0095344173847,0.13724915542522714,0.0004570937522015045,-6.478441059920352e-30,2.068055641928509e-05,0.015375767140991236,0.16251835010900229,0.18054247475800392
0.7,1.0500000000000003,500000.00000000023,300.0,1822.2388996544014,0.0689213407418219,0.000303889921999094,-1.3448047047020972e-10,3.997249394905746e-06,0.01463497099087286,0.2518473118528862,0.16033183055454936
0.0,1.1000000000000003,100000.00000000007,300.0,2203.3078036075226,0.46180264662745285,0.00034405063872220847,-4.188039793367906e-10,0.00012110275787911181,0.03658072802971963,0.06496158584419802,0.20378265845283067
0.1,1.1000000000000003,100000.00000000007,300.00000000000017,2097.698848536222,0.26091226840640686,0.0009931484651264032,-9.737360242443361e-27,3.5556702533471755e-05,0.03642549862518891,0.07505982825599754,0.201092488928281
0.3,1.1000000000000003,100000.00000000009,300.0000000000001,2119.1578414423066,0.3485101513642047,0.0003636713056951546,-2.353880944100539e-11,0.00010361996612286817,0.03475393069902652,0.10407479162771616,0.19523052514421071
0.5,1.1000000000000003,100000.00000000006,300.0000000000002,1998.3169394048678,0.25916153047706864,0.00045539315245271485,-8.73682867406671e-12,3.696366172608774e-05,0.032663533734182744,0.15145822449413385,0.18505817974430774
0.7,1.1000000000000003,100000.00000000006,300.00000000000045,1771.2861511963372,0.13402591997180324,0.0007543105930223459,3.5461717654241496e-06,1.6373255159518303e-06,0.029210690716137147,0.2444003735963207,0.16463320278388593
0.0,1.1000000000000003,500000.00000000035,300.0,2224.762587925997,0.22283129203823338,0.00012062278292898609,-2.402159706112651e-11,3.339969731081948e-05,0.03615484113988154,0.06517459255584201,0.20378069572353624
0.1,1.1000000000000003,500000.00000000023,300.00000000000017,2097.562219552893,0.17187216176413136,0.0004966370239510434,-2.2554159169156155e-27,7.1424297848851054e-06,0.036385756586940446,0.0752195249684297,0.20111904169520997
0.3,1.1000000000000003,500000.0000000004,300.0000000000001,2119.989817823089,0.17651582233545646,0.00014336046761085602,-2.669975237343813e-11,2.1113241481641262e-05,0.03467207178851944,0.10415504898111203,0.19526387109084392
0.5,1.1000000000000003,500000.00000000035,300.0000000000002,1997.9256915542946,0.1306711476692724,0.00017930821758205495,-6.512244309571456e-10,7.25978945086532e-06,0.03284879040493263,0.15143664443988603,0.18488624374381707
0.7,1.1000000000000003,500000.0000000002,300.00000000000045,1770.7759883460678,0.06760717415540163,0.00029914437876612084,2.6992208104829797e-06,3.2295452751020746e-07,0.029257348536363737,0.24438824600543216,0.1645866616780428
0.0,1.1500000000000004,100000.00000000006,300.0,2173.6342386610586,0.44385958282118493,0.00029732316808237197,-2.33431502766479e-10,2.2224062356828786e-05,0.05410525769515263,0.05059288481316928,0.2099221827027314
0.1,1.1500000000000004,100000.00000000004,300.0,2145.8543356937203,0.4168964262333939,0.00031128161360903885,-2.1813633468240014e-09,2.2880246121777565e-05,0.05329115878007958,0.061660754483201484,0.20757465087174787
0.3,1.1500000000000004,100000.00000000004,299.9999999999999,2069.8999532786,0.3495724834338348,0.0003531965077091129,-6.177233288514256e-10,1.728288215113542e-05,0.051490980450126685,0.09159217537644215,0.201029998972945
0.5,1.1500000000000004,100000.00000000006,299.9999999999993,1947.5734254839879,0.2572947096292989,0.0004453357926665054,1.1273186072533933e-07,6.009947278079711e-06,0.04867995005980066,0.1407644049228991,0.19018797393539294
0.7,1.1500000000000004,100000.00000000004,300.00000000000045,1736.4582181629546,0.1302303069772553,0.000758678876328925,0.0021609422711647433,5.350082645470287e-07,0.03484168516286385,0.24468565580502008,0.1651414619535442
0.0,1.1500000000000004,500000.00000000023,300.0,2175.594863092763,0.22526200045940856,0.0001163822747136049,-4.828276118604658e-10,4.621481901588941e-06,0.05387845364491223,0.05066769675289419,0.21007200789932443
0.1,1.1500000000000004,500000.0000000002,300.0,2146.198149612311,0.2120358590840871,0.0001224162608099289,-3.9277924708866956e-11,4.613627946736835e-06,0.053177999281049396,0.06162842013032958,0.20767696054969964
0.3,1.1500000000000004,500000.0000000003,299.9999999999999,2069.926244105,0.17688224741099745,0.00013921228018572967,-3.2691897302426554e-10,3.4350577041528257e-06,0.05157905295467368,0.09144406518285567,0.20103745139129264
0.5,1.1500000000000004,500000.00000000023,299.9999999999993,1947.6067418204034,0.1296936098892298,0.0001755746072120275,3.818082507845214e-08,1.2019557562055792e-06,0.04869395082984222,0.1407549075688651,0.19013287817707228
0.7,1.1500000000000004,500000.00000000006,300.00000000000045,1735.2547725327706,0.0657106321246113,0.0003009348601568476,0.0020670149928233602,1.0200826568812291e-07,0.03524637832093292,0.24434945891152202,0.1652585390177628
0.0,1.2000000000000004,100000.00000000003,300.00000000000017,2125.1410747599944,0.44580520724401307,0.00028884377707031527,6.082226927505504e-06,3.3063033973710283e-06,0.0713064658042224,0.03650782492647552,0.2160528081293973
0.1,1.2000000000000004,100000.00000000007,299.9999999999999,2097.052129418846,0.41801014468904546,0.0003026046443386413,4.1967556218196755e-06,3.863036246301383e-06,0.07030427085097296,0.048004498205921876,0.21355797890091965
0.3,1.2000000000000004,100000.00000000003,300.0000000000001,2021.129641649267,0.348581205671054,0.0003452988422338815,6.23466318926906e-06,3.4323775196689115e-06,0.06774052548602442,0.07928488619231833,0.2067179945252149
0.5,1.2000000000000004,100000.00000000004,300.0,1904.098775863359,0.25401782854699867,0.00043986100447984195,0.0007967804114625776,1.5549071800849167e-06,0.06091637932063262,0.1330426499437813,0.1939625106694037
0.7,1.2000000000000004,100000.00000000004,300.00000000000045,1713.7693020660463,0.12562486802238762,0.0007758969634820466,0.005802239209223582,3.461599959129134e-07,0.034238849330987066,0.25033123478670427,0.16311295318846392
0.0,1.2000000000000004,500000.0000000003,300.00000000000017,2127.3256860999186,0.2262279938466963,0.00011304487702445772,6.426774856619796e-06,6.901753404864547e-07,0.07105093500407351,0.036560668094393824,0.2162317681169317
0.1,1.2000000000000004,500000.00000000047,299.9999999999999,2098.0921316730855,0.21240117295405336,0.00011888444484634282,4.926682181626523e-06,7.879886554087975e-07,0.0701647429724989,0.04799445739852928,0.21369647295503014
0.3,1.2000000000000004,500000.00000000035,300.0000000000001,2020.0636606851376,0.17608955121412803,0.00013626147133120493,1.1766155782818413e-05,6.657851323616547e-07,0.06802835657365465,0.07908763335304783,0.20657277061010892
0.5,1.2000000000000004,500000.0000000003,300.0,1904.363708158925,0.12787945393961808,0.00017368029753787553,0.0008492578053840601,3.1541773967241203e-07,0.06078474913237046,0.13315311139177094,0.1938322979861246
0.7,1.2000000000000004,500000.00000000023,300.00000000000045,1712.4861700285194,0.06340817686095084,0.0003072376368994967,0.005682495889702345,6.543454661575874e-08,0.03476523414432331,0.24989613209103625,0.16325088999058004
