Grid Points:         ,224                 ,Sl=                ,0.49959996846774873
x_axis               ,u                   ,Temperature        ,rho                 ,Pressure ,N2                 ,H2                    ,H                       ,O2                     ,O                       ,H2O                    ,OH                     ,CO                     ,CO2                    ,CH4                    ,CH3                    ,CH2O                    ,C2H6                    ,C2H2                   ,CH2(L1)                 ,FCO2                     ,FN2                     ,FH2O                    ,w_N2     ,w_H2    ,w_H     ,w_O2    ,w_O     ,w_H2O    ,w_OH     ,w_CO               ,w_CO2   ,w_CH4    ,w_CH3    ,w_CH2O   ,w_C2H6   ,w_C2H2             ,w_CH2(L1)          ,w_FCO2  ,w_FN2    ,w_FH2O   ,FwRate_1 ,RvRate_1 ,NetRate_1 ,Heat_release
0.0                  ,0.49959996846774873 ,450.0              ,3.5362461461759005  ,500000.0 ,0.7188335501721165 ,0.0032085935832225935 ,1.1757139437211336e-20  ,0.21837711440804583    ,-1.283589193170645e-20  ,-6.694201820054999e-17 ,4.949149437521891e-19  ,9.012430667473264e-19  ,1.3002998748881141e-20 ,0.0595807418366145     ,-6.954642415023344e-16 ,2.1225372024561477e-15  ,-7.70601362077144e-16   ,8.775162496222784e-21  ,-2.9030513984332303e-27 ,-1.6577333293056036e-114 ,3.9820507533706574e-60  ,-1.6914351963940735e-68 ,28.01348 ,2.01588 ,1.00794 ,31.9988 ,15.9994 ,18.01528 ,17.00734 ,28.010399999999997 ,44.0098 ,16.04276 ,15.03482 ,30.02628 ,30.06964 ,26.037879999999998 ,14.026879999999998 ,44.0098 ,28.01348 ,18.01528 ,0.0      ,0.0      ,0.0       ,-55079116.044353396
0.006                ,0.4995999680014976  ,450.0000005874046  ,3.5362461494760544  ,500000.0 ,0.7188335502935137 ,0.0032085934068033176 ,-5.0736801925868145e-18 ,0.2183771144742563     ,9.67980924849725e-19    ,-3.325354216916607e-11 ,-8.641149965906936e-15 ,2.6422735598928625e-14 ,5.230071121019394e-16  ,0.05958074185804113    ,-8.949004623389649e-11 ,-3.4320357786925237e-12 ,9.354261602169284e-11   ,2.7951254419488966e-16 ,5.270446238662081e-23   ,-1.9397385367342704e-113 ,4.041913884155777e-60   ,7.59946884278917e-68    ,28.01348 ,2.01588 ,1.00794 ,31.9988 ,15.9994 ,18.01528 ,17.00734 ,28.010399999999997 ,44.0098 ,16.04276 ,15.03482 ,30.02628 ,30.06964 ,26.037879999999998 ,14.026879999999998 ,44.0098 ,28.01348 ,18.01528 ,0.0      ,0.0      ,0.0       ,-55079116.50878854
0.00825              ,0.49959993429757055 ,450.0000007659483  ,3.536246388037715   ,500000.0 ,0.718833554048748  ,0.003208587807037142  ,-8.392956972380079e-19  ,0.21837711564108206    ,-3.7053108000151616e-19 ,3.557775903243239e-11  ,1.0352257846892362e-15 ,2.963909519205378e-12  ,7.332300950726591e-14  ,0.05958074244650774    ,-3.766971610625119e-11 ,1.910720941782505e-11   ,3.6535964308057266e-11  ,3.5604355837290275e-14 ,-4.235783197961181e-23  ,-2.0236071049305282e-113 ,4.417972575041781e-60   ,9.550138965833494e-67   ,28.01348 ,2.01588 ,1.00794 ,31.9988 ,15.9994 ,18.01528 ,17.00734 ,28.010399999999997 ,44.0098 ,16.04276 ,15.03482 ,30.02628 ,30.06964 ,26.037879999999998 ,14.026879999999998 ,44.0098 ,28.01348 ,18.01528 ,0.0      ,0.0      ,0.0       ,-55079116.018065006
0.009374999999999998 ,0.49959949637658235 ,450.0000280545426  ,3.536249487713562   ,500000.0 ,0.7188336051074761 ,0.003208510469963396  ,3.913932944049411e-18   ,0.21837713143723905    ,1.7937203792114277e-18  ,2.7398023719042095e-09 ,1.456723443900944e-14  ,1.4483357668820132e-10 ,4.5340401490085736e-12 ,0.05958075004384864    ,-4.270214046916118e-12 ,6.139025529574547e-11   ,-6.796997469899364e-12  ,1.9651608906489003e-12 ,-6.15619290426613e-23   ,-1.5638876912229404e-113 ,6.535892157931808e-60   ,9.344878981973107e-66   ,28.01348 ,2.01588 ,1.00794 ,31.9988 ,15.9994 ,18.01528 ,17.00734 ,28.010399999999997 ,44.0098 ,16.04276 ,15.03482 ,30.02628 ,30.06964 ,26.037879999999998 ,14.026879999999998 ,44.0098 ,28.01348 ,18.01528 ,0.0      ,0.0      ,0.0       ,-55079111.864384785
0.009749999999999998 ,0.49959787252332355 ,450.0003658972932  ,3.5362609816581125  ,500000.0 ,0.7188338140148415 ,0.0032081797432977656 ,6.14924789248382e-18    ,0.21837719275444892    ,2.841036585561163e-18   ,3.592338994516104e-08  ,2.1177929540885343e-14 ,2.201220966105052e-09  ,8.633818399431646e-11  ,0.05958077515648604    ,9.148053657809022e-12  ,9.733341628124471e-11   ,-2.0077562243649324e-11 ,3.355160593420538e-11  ,-7.073960953782375e-23  ,3.671324700392049e-112   ,1.0196829370404475e-59  ,8.178739398602047e-65   ,28.01348 ,2.01588 ,1.00794 ,31.9988 ,15.9994 ,18.01528 ,17.00734 ,28.010399999999997 ,44.0098 ,16.04276 ,15.03482 ,30.02628 ,30.06964 ,26.037879999999998 ,14.026879999999998 ,44.0098 ,28.01348 ,18.01528 ,0.0      ,0.0      ,0.0       ,-55079065.43719659
0.009937499999999998 ,0.49959518872838016 ,450.00281986478944 ,3.536279978236839   ,500000.0 ,0.7188343182107727 ,0.0032072809711613526 ,8.449531907788025e-18   ,0.21837731090814458    ,6.2770112991061184e-18  ,2.77068121291541e-07   ,2.8118474652960083e-14 ,1.9610183540708154e-08 ,9.55749107305945e-10   ,0.05958079161690175    ,2.1712381843396874e-11 ,2.85927010906199e-10    ,1.7030439727857094e-11  ,3.342676906077235e-10  ,-7.504972594430145e-23  ,9.72977503580201e-112    ,1.4719520364768702e-59  ,5.479505701428251e-64   ,28.01348 ,2.01588 ,1.00794 ,31.9988 ,15.9994 ,18.01528 ,17.00734 ,28.010399999999997 ,44.0098 ,16.04276 ,15.03482 ,30.02628 ,30.06964 ,26.037879999999998 ,14.026879999999998 ,44.0098 ,28.01348 ,18.01528 ,0.0      ,0.0      ,0.0       ,-55078732.24209005
0.010124999999999999 ,0.49960132768264087 ,450.0274058952508  ,3.536236525467907   ,500000.0 ,0.7188357203930944 ,0.003203726231966275  ,2.1717895864082726e-17  ,0.21837726262985338    ,1.1240954524768772e-16  ,2.6944257477128726e-06 ,6.827015987573427e-14  ,2.219071726120675e-07  ,1.3564775996335538e-08 ,0.059580352956188916   ,9.298910971226755e-11  ,2.8139216081671478e-09  ,7.327306101567511e-10   ,4.251490989436579e-09  ,-5.461826462958182e-23  ,3.125659373439018e-111   ,2.893232192298085e-59   ,5.131997074484738e-63   ,28.01348 ,2.01588 ,1.00794 ,31.9988 ,15.9994 ,18.01528 ,17.00734 ,28.010399999999997 ,44.0098 ,16.04276 ,15.03482 ,30.02628 ,30.06964 ,26.037879999999998 ,14.026879999999998 ,44.0098 ,28.01348 ,18.01528 ,0.0      ,0.0      ,0.0       ,-55075395.76870469
0.010218749999999999 ,0.49967418404047564 ,450.12285488933924 ,3.535720914852177   ,500000.0 ,0.7188358484572563 ,0.0031980153062536234 ,7.285973360335655e-17   ,0.21837504883675982    ,1.6629135279854035e-15  ,1.2082023599972271e-05 ,2.220971580544054e-13  ,1.1285479617337928e-06 ,8.370249913003995e-08  ,0.05957774732299462    ,3.74731888178829e-10   ,1.6503235411448455e-08  ,5.052182733095714e-09   ,2.3872300899852056e-08 ,2.956146682338468e-22   ,1.0320379480764035e-110  ,6.1989289097413495e-59  ,2.2860604066253364e-62  ,28.01348 ,2.01588 ,1.00794 ,31.9988 ,15.9994 ,18.01528 ,17.00734 ,28.010399999999997 ,44.0098 ,16.04276 ,15.03482 ,30.02628 ,30.06964 ,26.037879999999998 ,14.026879999999998 ,44.0098 ,28.01348 ,18.01528 ,0.0      ,0.0      ,0.0       ,-55062446.19449557
0.010265624999999999 ,0.4998732499189303  ,450.3319807180316  ,3.5343128751340926  ,500000.0 ,0.718832075610073  ,0.003192010811922669  ,1.9283021470358744e-16  ,0.21836812734954325    ,9.280185267734466e-15   ,3.264824093498511e-05  ,5.817254554469277e-13  ,3.3860442156253117e-06 ,2.9622640582277666e-07 ,0.05957130054122944    ,1.0380476640869649e-09 ,5.724017401438881e-08   ,1.900128539640419e-08   ,7.789557686815065e-08  ,2.6222181081097527e-21  ,2.684206954726884e-110   ,1.13093005622173e-58    ,6.164054536362259e-62   ,28.01348 ,2.01588 ,1.00794 ,31.9988 ,15.9994 ,18.01528 ,17.00734 ,28.010399999999997 ,44.0098 ,16.04276 ,15.03482 ,30.02628 ,30.06964 ,26.037879999999998 ,14.026879999999998 ,44.0098 ,28.01348 ,18.01528 ,0.0      ,0.0      ,0.0       ,-55034091.46642748
0.010312499999999999 ,0.5005762409470128  ,451.0122889985547  ,3.5293494149487437  ,500000.0 ,0.7188147858240174 ,0.0031816255877629832 ,6.30087107821885e-16    ,0.2183413654681968     ,4.825526835593619e-14   ,9.948818241070158e-05  ,1.8886266625926962e-12 ,1.1623457744715212e-05 ,1.224526399367677e-06  ,0.05954927361158585    ,3.3363671830632078e-09 ,2.3246890538844075e-07  ,8.357555232062511e-08   ,2.939591197490295e-07  ,2.676157138195753e-20   ,9.069643247911769e-110   ,2.554099236551368e-58   ,1.8759954287257098e-61  ,28.01348 ,2.01588 ,1.00794 ,31.9988 ,15.9994 ,18.01528 ,17.00734 ,28.010399999999997 ,44.0098 ,16.04276 ,15.03482 ,30.02628 ,30.06964 ,26.037879999999998 ,14.026879999999998 ,44.0098 ,28.01348 ,18.01528 ,0.0      ,0.0      ,0.0       ,-54942019.417022966
