Grid Points: ,207, Sl= ,0.3005107714454874
x_axis,u,Temperature,rho,Pressure,N2,H2,H,O2,O,H2O,OH,H2O2,HO2,CO,CO2,CH4,CH3,CH3OH,CH2O,C2H6,C2H4,C2H2,w_N2,w_H2,w_H,w_O2,w_O,w_H2O,w_OH,w_H2O2,w_HO2,w_CO,w_CO2,w_CH4,w_CH3,w_CH3OH,w_CH2O,w_C2H6,w_C2H4,w_C2H2,FwRate_1,RvRate_1,NetRate_1,Heat_release
0.01032421875,0.3928828950762491,373.28396523617863,1.1306495596687876,129999.99999999999,0.7138340617165916,0.001002044879336864,2.21781956120439e-14,0.21126959433842007,4.713961119003348e-11,0.008661323002089126,6.704479983610724e-11,6.431684388291038e-06,1.2398252117085274e-05,0.0019231582832616603,0.0005833995017288086,0.06244830812205845,1.3209369440036543e-12,4.001820656502422e-05,5.976279794434746e-05,5.454916324099951e-05,7.829596693283318e-05,2.665396979783866e-05,28.01348,2.01588,1.00794,31.9988,15.9994,18.01528,17.00734,34.01468,33.00674,28.010399999999997,44.0098,16.04276,15.03482,32.042159999999996,30.02628,30.06964,28.053759999999997,26.037879999999998,0.0,0.0,0.0,36949.992987961035
0.0103359375,0.40588832062504776,385.30959809607907,1.0944214202450948,129999.99999999999,0.713649852094829,0.001045826066931467,8.259548803346734e-14,0.21032902130475173,6.101502378812931e-11,0.009681483431717092,1.1869048291933656e-10,7.303900898318707e-06,1.4685572199695004e-05,0.0022325258781857797,0.0007009666591086253,0.0620314554476919,2.9527131936003117e-12,4.75239717372968e-05,7.072904879311176e-05,6.608005256646513e-05,9.124555765477866e-05,3.130083019457056e-05,28.01348,2.01588,1.00794,31.9988,15.9994,18.01528,17.00734,34.01468,33.00674,28.010399999999997,44.0098,16.04276,15.03482,32.042159999999996,30.02628,30.06964,28.053759999999997,26.037879999999998,0.0,0.0,0.0,45970.376928702266
0.01034765625,0.42054006449443215,398.86070336170593,1.0562914447958491,129999.99999999999,0.7134646183106161,0.0010907315104500327,3.280338107181707e-13,0.20926126726453562,7.989347683570429e-11,0.010804420790434399,2.1506366688716262e-10,8.260575518243558e-06,1.7385776869359302e-05,0.0025870619909839345,0.0008407997420291353,0.061562796562566136,6.920284335310696e-12,5.633896618898801e-05,8.356047317852271e-05,7.991700528802688e-05,0.00010614804156051499,3.669268757629425e-05,28.01348,2.01588,1.00794,31.9988,15.9994,18.01528,17.00734,34.01468,33.00674,28.010399999999997,44.0098,16.04276,15.03482,32.042159999999996,30.02628,30.06964,28.053759999999997,26.037879999999998,0.0,0.0,0.0,56869.202753838654
0.010359374999999999,0.43696157799978685,414.04909500050223,1.0165948098978668,129999.99999999999,0.7132803571768209,0.0011366645654744048,1.288282064481872e-12,0.2080545229848617,1.0593173028432808e-10,0.012035237736605586,4.003360779507431e-10,9.300101929222816e-06,2.0559150951538454e-05,0.0029913091729452464,0.0010061577233681936,0.06103821544085865,1.71188687848636e-11,6.663439359332326e-05,9.849240003293571e-05,9.642283401499526e-05,0.00012320991347341013,4.291588039588446e-05,28.01348,2.01588,1.00794,31.9988,15.9994,18.01528,17.00734,34.01468,33.00674,28.010399999999997,44.0098,16.04276,15.03482,32.042159999999996,30.02628,30.06964,28.053759999999997,26.037879999999998,0.0,0.0,0.0,70296.04650255841
0.010371093749999998,0.45526822258958394,430.978395487147,0.975716841805181,129999.99999999999,0.7130992124841853,0.0011835215861970652,4.7710812963365025e-12,0.20669694407434544,1.4246771627961928e-10,0.013378481334385187,7.661480600166667e-10,1.0418683064038565e-05,2.42705208077224e-05,0.00344985892185893,0.0012005437523043268,0.06045369164012595,4.505105633072465e-11,7.859081937509438e-05,0.00011577149923838415,0.00011599245389774973,0.00014264157928521647,5.0059692492848806e-05,28.01348,2.01588,1.00794,31.9988,15.9994,18.01528,17.00734,34.01468,33.00674,28.010399999999997,44.0098,16.04276,15.03482,32.042159999999996,30.02628,30.06964,28.053759999999997,26.037879999999998,0.0,0.0,0.0,87801.81490087256
0.010382812499999998,0.4755644881703021,449.74144883566265,0.9340749432920095,129999.99999999999,0.7129234253949227,0.0012311946399558291,1.628658535571305e-11,0.20517679319703663,1.949611562541705e-10,0.014838085613999697,1.50654884782888e-09,1.1610227022557971e-05,2.8588360838921512e-05,0.003967295034165643,0.0014276823581462956,0.059805352170063525,1.2786755884093313e-10,9.23965330913444e-05,0.0001356533120541147,0.00013905106589276497,0.00016465485736836318,5.821538977888707e-05,28.01348,2.01588,1.00794,31.9988,15.9994,18.01528,17.00734,34.01468,33.00674,28.010399999999997,44.0098,16.04276,15.03482,32.042159999999996,30.02628,30.06964,28.053759999999997,26.037879999999998,0.0,0.0,0.0,113251.542002037
0.010394531249999998,0.49794165851127975,470.4181806112365,0.892098230237363,129999.99999999999,0.7127552810907916,0.0012795742828653328,5.082211477915361e-11,0.20348256739626655,2.7309484716349126e-10,0.01641734221812247,3.0408829138314715e-09,1.2866331694152307e-05,3.358332248570734e-05,0.0045481415039286275,0.0016914931248942497,0.059089513977258035,3.9796722923467584e-10,0.00010824571377807784,0.00015839954235025638,0.0001660518369431347,0.00018946062333345938,6.747527252292652e-05,28.01348,2.01588,1.00794,31.9988,15.9994,18.01528,17.00734,34.01468,33.00674,28.010399999999997,44.0098,16.04276,15.03482,32.042159999999996,30.02628,30.06964,28.053759999999997,26.037879999999998,0.0,0.0,0.0,156369.68639556944
0.010406249999999999,0.5224760991745195,493.0740679767858,0.8502070678854029,129999.99999999999,0.7125970553330778,0.0013285522009709278,1.4511049757504803e-10,0.20160310466094286,3.9597791640998475e-10,0.018118898612223662,6.295376988373606e-09,1.417635297265926e-05,3.9326084684954323e-05,0.005196817749498568,0.0019960626192804796,0.05830271526355698,1.3608484718499916e-09,0.00012633610515226358,0.00018427503431914043,0.00019747326194167016,0.00021726672434533114,7.793179972278879e-05,28.01348,2.01588,1.00794,31.9988,15.9994,18.01528,17.00734,34.01468,33.00674,28.010399999999997,44.0098,16.04276,15.03482,32.042159999999996,30.02628,30.06964,28.053759999999997,26.037879999999998,0.0,0.0,0.0,242241.65558792892
0.010412109374999999,0.5355942852899449,505.17825683153046,0.8293831441440731,129999.99999999999,0.7125215702234964,0.0013535426255681516,2.476109797617731e-10,0.20057645831670795,4.914320001229946e-10,0.019028067982720106,9.399755181270629e-09,1.4855420939280918e-05,4.2546215621085937e-05,0.005552862336789254,0.0021674875982581714,0.0578759350330758,2.8548788785997767e-09,0.000136428784099885,0.0001986752648877286,0.00021526596381361287,0.00023257186609349845,8.371937425622465e-05,28.01348,2.01588,1.00794,31.9988,15.9994,18.01528,17.00734,34.01468,33.00674,28.010399999999997,44.0098,16.04276,15.03482,32.042159999999996,30.02628,30.06964,28.053759999999997,26.037879999999998,0.0,0.0,0.0,332196.17599452054
0.01041796875,0.5492912180421826,517.8114508082899,0.8087019375672236,129999.99999999999,0.7124496233845794,0.001378656937293181,4.082155436100038e-10,0.19949605897280992,6.213087719096153e-10,0.019970488351354856,1.4026062666019428e-08,1.5544084558084116e-05,4.5992509588217777e-05,0.005928739348640877,0.002351605899437094,0.05742896597105663,5.891000075269361e-09,0.0001472014182629477,0.00021402116585910187,0.00023445603649841588,0.0002487605879586343,8.98643855200201e-05,28.01348,2.01588,1.00794,31.9988,15.9994,18.01528,17.00734,34.01468,33.00674,28.010399999999997,44.0098,16.04276,15.03482,32.042159999999996,30.02628,30.06964,28.053759999999997,26.037879999999998,0.0,0.0,0.0,475817.77240716515
0.010423828125,0.5635721286530712,530.9776745897908,0.7882094406993421,129999.99999999999,0.7123815010463119,0.001403881737423975,6.594859458195415e-10,0.1983604516553316,8.048622871414211e-10,0.020946359105529024,2.0989641582253442e-08,1.6240319725901133e-05,4.96745090526336e-05,0.006325031890182592,0.0025490471162142514,0.05696138943969969,1.2130046155173881e-08,0.00015867880138059411,0.00023034957158946478,0.0002551195544762877,0.0002658608805613828,9.637978848936322e-05,28.01348,2.01588,1.00794,31.9988,15.9994,18.01528,17.00734,34.01468,33.00674,28.010399999999997,44.0098,16.04276,15.03482,32.042159999999996,30.02628,30.06964,28.053759999999997,26.037879999999998,0.0,0.0,0.0,713611.7595725196
0.0104296875,0.5784411281089726,544.6798946505752,0.7679482850252851,129999.99999999999,0.7123174795867304,0.0014292040550612454,1.0518938706766501e-09,0.19716821997850056,1.0740444261493037e-09,0.02195583986902723,3.1533820316187094e-08,1.6941968735493715e-05,5.360254996385167e-05,0.006742309652331236,0.0027604480243341462,0.05647280553504783,2.4781188954965474e-08,0.00017088116225884444,0.0002476965365227308,0.00027733400624931694,0.0002839002115099656,0.00010327842278445615,28.01348,2.01588,1.00794,31.9988,15.9994,18.01528,17.00734,34.01468,33.00674,28.010399999999997,44.0098,16.04276,15.03482,32.042159999999996,30.02628,30.06964,28.053759999999997,26.037879999999998,0.0,0.0,0.0,1111378.0093469145
0.010435546875,0.593901209869645,558.9200252304639,0.7479575137031277,129999.99999999999,0.7122578249245071,0.001454611397717866,1.6650882280450408e-09,0.19591798781372255,1.482118359375725e-09,0.022999052549227454,4.7538166582825244e-08,1.7646744447212006e-05,5.778880146175927e-05,0.0071811284114834005,0.002986451611697823,0.05596283316201293,4.981841999914969e-08,0.0001838201939352769,0.0002660971852787383,0.00030117821522449945,0.0003029054855228884,0.00011057299997260602,28.01348,2.01588,1.00794,31.9988,15.9994,18.01528,17.00734,34.01468,33.00674,28.010399999999997,44.0098,16.04276,15.03482,32.042159999999996,30.02628,30.06964,28.053759999999997,26.037879999999998,0.0,0.0,0.0,1772183.3722341617
0.01044140625,0.6099542426427771,573.6989242722944,0.7282724526920584,129999.99999999999,0.7122027924346235,0.0014800917968014016,2.625448684377149e-09,0.19460842099960263,2.1175320404599362e-09,0.024076083485068553,7.179645079325212e-08,1.8352230698053895e-05,6.224887295505516e-05,0.0076420297110926655,0.003227706162177196,0.05543111009228617,9.786077894240233e-08,0.00019749278740835896,0.00028558564260868164,0.0003267322819964437,0.00032290300602993006,0.00011827609644644133,28.01348,2.01588,1.00794,31.9988,15.9994,18.01528,17.00734,34.01468,33.00674,28.010399999999997,44.0098,16.04276,15.03482,32.042159999999996,30.02628,30.06964,28.053759999999997,26.037879999999998,0.0,0.0,0.0,2848575.6627285313
0.010447265625,0.6266009463104992,589.0163725948704,0.708924675162021,129999.99999999999,0.7121526274654176,0.0015056338496734136,4.131945027925324e-09,0.1932382294452163,3.1257326596846903e-09,0.025186985592857068,1.0834910810286475e-07,1.905587615404919e-05,6.700402854203577e-05,0.008125540714990083,0.003484864391855951,0.05487729308339142,1.8685830985702714e-07,0.0002118719905530949,0.00030619495273858055,0.0003540775558546715,0.00034391843436881216,0.00012640015329714883,28.01348,2.01588,1.00794,31.9988,15.9994,18.01528,17.00734,34.01468,33.00674,28.010399999999997,44.0098,16.04276,15.03482,32.042159999999996,30.02628,30.06964,28.053759999999997,26.037879999999998,0.0,0.0,0.0,4551243.280731842
0.010453124999999999,0.6438408473288169,604.871032733511,0.689942047265798,129999.99999999999,0.7121075664568208,0.0015312267599856522,6.491718468887034e-09,0.19180617016255233,4.742148672886288e-09,0.02633178035832104,1.6280897235897785e-07,1.9754977864380823e-05,7.208382412823237e-05,0.00863217421609665,0.0037585826305360057,0.05430105814824463,3.4558849960223367e-07,0.00022689524318646534,0.0003279567228750001,0.00038329664156755525,0.00036597674128561076,0.00013495748520271107,28.01348,2.01588,1.00794,31.9988,15.9994,18.01528,17.00734,34.01468,33.00674,28.010399999999997,44.0098,16.04276,15.03482,32.042159999999996,30.02628,30.06964,28.053759999999997,26.037879999999998,0.0,0.0,0.0,7148006.795006693
0.010458984374999997,0.6616722166975838,621.2603904813697,0.6713488357369276,129999.99999999999,0.7120678385240042,0.001556860377438903,1.0165249714492494e-08,0.19031105202927,7.339514336561037e-09,0.027510459472004558,2.4255827182155017e-07,2.044665004099426e-05,7.75285291903754e-05,0.009162428772609265,0.004049520034400454,0.05370210106464636,6.177213441892975e-07,0.00024245091066249822,0.00035089996861875015,0.00041447343729073623,0.00038910214445479443,0.00014396030099451991,28.01348,2.01588,1.00794,31.9988,15.9994,18.01528,17.00734,34.01468,33.00674,28.010399999999997,44.0098,16.04276,15.03482,32.042159999999996,30.02628,30.06964,28.053759999999997,26.037879999999998,0.0,0.0,0.0,10945500.602267811
